model_key	model_id	run_dir	lane	phase	start_ts	end_ts	start_s	duration_s	source	detail
qwen3-32b	Qwen/Qwen3-32B	dckpt-qwen3-32b-0503225936	worker/main	worker_after_wake_to_discovery	2026-05-03T23:04:40.148Z	2026-05-03T23:04:40.184Z	78.558	0.036	restore-worker log	
qwen3-32b	Qwen/Qwen3-32B	dckpt-qwen3-32b-0503225936	worker/main	worker_register_model	2026-05-03T23:04:40.222Z	2026-05-03T23:04:40.514Z	78.632	0.292	restore-worker log	
qwen3-32b	Qwen/Qwen3-32B	dckpt-qwen3-32b-0503225936	worker/main	worker_endpoint_to_metadata_snapshot	2026-05-03T23:04:40.514Z	2026-05-03T23:04:41.863Z	78.924	1.349	restore-worker log	
qwen3-32b	Qwen/Qwen3-32B	dckpt-qwen3-32b-0503225936	snapshot-agent	agent_detect_to_restore_start	2026-05-03T23:03:21.590Z	2026-05-03T23:03:21.621Z	0.000	0.031	snapshot-agent log	
qwen3-32b	Qwen/Qwen3-32B	dckpt-qwen3-32b-0503225936	snapshot-agent	host_inspect	2026-05-03T23:03:21.621Z	2026-05-03T23:03:21.633Z	0.031	0.012	snapshot-agent Restore timing summary	
qwen3-32b	Qwen/Qwen3-32B	dckpt-qwen3-32b-0503225936	snapshot-agent	agent_nsrestore_launch	2026-05-03T23:03:21.633Z	2026-05-03T23:03:21.654Z	0.043	0.021	snapshot-agent log	
qwen3-32b	Qwen/Qwen3-32B	dckpt-qwen3-32b-0503225936	snapshot-agent	nsrestore_setup	2026-05-03T23:03:21.654Z	2026-05-03T23:03:21.666Z	0.064	0.012	snapshot-agent nsrestore timing summary	
qwen3-32b	Qwen/Qwen3-32B	dckpt-qwen3-32b-0503225936	snapshot-agent	criu_restore	2026-05-03T23:03:21.666Z	2026-05-03T23:04:31.276Z	0.076	69.610	snapshot-agent nsrestore timing summary	
qwen3-32b	Qwen/Qwen3-32B	dckpt-qwen3-32b-0503225936	snapshot-agent	cuda_restore	2026-05-03T23:04:31.276Z	2026-05-03T23:04:38.742Z	69.686	7.466	snapshot-agent nsrestore timing summary	
qwen3-32b	Qwen/Qwen3-32B	dckpt-qwen3-32b-0503225936	snapshot-agent	agent_external_complete	2026-05-03T23:04:38.743Z	2026-05-03T23:04:38.746Z	77.153	0.003	snapshot-agent log	
qwen3-32b	Qwen/Qwen3-32B	dckpt-qwen3-32b-0503225936	kube/discovery	worker_pod_ready_condition	2026-05-03T23:04:40.148Z	2026-05-03T23:04:41.000Z	78.558	0.852	k8s pod watch	overlaps worker registration; Kubernetes Ready boundary
qwen25-72b	Qwen/Qwen2.5-72B-Instruct	dckpt-qwen25-72b-0504074126	frontend/main	frontend_pod_to_container	2026-05-04T07:46:59.000Z	2026-05-04T07:47:02.000Z	-1.976	3.000	k8s pod watch	
qwen25-72b	Qwen/Qwen2.5-72B-Instruct	dckpt-qwen25-72b-0504074126	frontend/main	frontend_start_to_discovery	2026-05-04T07:47:02.000Z	2026-05-04T07:47:03.199Z	1.024	1.199	frontend log	
qwen25-72b	Qwen/Qwen2.5-72B-Instruct	dckpt-qwen25-72b-0504074126	frontend/main	frontend_discovery_to_metadata_snapshot	2026-05-04T07:47:03.199Z	2026-05-04T07:49:38.676Z	2.223	155.477	frontend log	
qwen25-72b	Qwen/Qwen2.5-72B-Instruct	dckpt-qwen25-72b-0504074126	frontend/main	frontend_ready_to_first_request	2026-05-04T07:47:13.000Z	2026-05-04T07:49:47.788Z	12.024	154.788	frontend log	
qwen25-72b	Qwen/Qwen2.5-72B-Instruct	dckpt-qwen25-72b-0504074126	frontend/main	frontend_inference_request	2026-05-04T07:49:47.788Z	2026-05-04T07:49:49.346Z	166.812	1.558	frontend log	
qwen25-72b	Qwen/Qwen2.5-72B-Instruct	dckpt-qwen25-72b-0504074126	worker/main	restore_pod_to_container	2026-05-04T07:46:59.000Z	2026-05-04T07:47:00.000Z	-1.976	1.000	k8s pod watch	
qwen25-72b	Qwen/Qwen2.5-72B-Instruct	dckpt-qwen25-72b-0504074126	worker/main	restore_complete_to_sentinel	2026-05-04T07:49:33.912Z	2026-05-04T07:49:33.932Z	152.936	0.020	restore-worker log	
qwen25-72b	Qwen/Qwen2.5-72B-Instruct	dckpt-qwen25-72b-0504074126	worker/main	worker_wake_up	2026-05-04T07:49:33.932Z	2026-05-04T07:49:36.825Z	152.956	2.893	restore-worker log	
qwen25-72b	Qwen/Qwen2.5-72B-Instruct	dckpt-qwen25-72b-0504074126	worker/main	worker_after_wake_to_discovery	2026-05-04T07:49:36.825Z	2026-05-04T07:49:36.864Z	155.849	0.039	restore-worker log	
qwen25-72b	Qwen/Qwen2.5-72B-Instruct	dckpt-qwen25-72b-0504074126	worker/main	worker_register_model	2026-05-04T07:49:36.900Z	2026-05-04T07:49:37.249Z	155.924	0.349	restore-worker log	
qwen25-72b	Qwen/Qwen2.5-72B-Instruct	dckpt-qwen25-72b-0504074126	worker/main	worker_endpoint_to_metadata_snapshot	2026-05-04T07:49:37.249Z	2026-05-04T07:49:38.676Z	156.273	1.427	restore-worker log	
qwen25-72b	Qwen/Qwen2.5-72B-Instruct	dckpt-qwen25-72b-0504074126	snapshot-agent	agent_detect_to_restore_start	2026-05-04T07:47:00.976Z	2026-05-04T07:47:01.000Z	0.000	0.024	snapshot-agent log	
qwen25-72b	Qwen/Qwen2.5-72B-Instruct	dckpt-qwen25-72b-0504074126	snapshot-agent	host_inspect	2026-05-04T07:47:01.000Z	2026-05-04T07:47:01.009Z	0.024	0.010	snapshot-agent Restore timing summary	
