Component,Category,Dependency Name,Version,Source File,GitHub URL,Package Source URL,Status,Diff from Latest,Diff from Release,Critical,NVIDIA Product,Notes
shared,Python Package (Test),pytest-benchmark,unspecified,container/deps/requirements.test.txt,https://github.com/ai-dynamo/dynamo/blob/main/container/deps/requirements.test.txt#L24,https://pypi.org/project/pytest-benchmark/,Unchanged,N/A,N/A,No,No,Python package from requirements.test.txt
shared,Python Package (Test),pytest-codeblocks,unspecified,container/deps/requirements.test.txt,https://github.com/ai-dynamo/dynamo/blob/main/container/deps/requirements.test.txt#L25,https://pypi.org/project/pytest-codeblocks/,Unchanged,N/A,N/A,No,No,Python package from requirements.test.txt
shared,Python Package (Test),pytest-cov,unspecified,container/deps/requirements.test.txt,https://github.com/ai-dynamo/dynamo/blob/main/container/deps/requirements.test.txt#L26,https://pypi.org/project/pytest-cov/,Unchanged,N/A,N/A,No,No,Python package from requirements.test.txt
shared,Python Package (Test),pytest-forked,unspecified,container/deps/requirements.test.txt,https://github.com/ai-dynamo/dynamo/blob/main/container/deps/requirements.test.txt#L27,https://pypi.org/project/pytest-forked/,Unchanged,N/A,N/A,No,No,Python package from requirements.test.txt
shared,Python Package (Test),pytest-md-report,unspecified,container/deps/requirements.test.txt,https://github.com/ai-dynamo/dynamo/blob/main/container/deps/requirements.test.txt#L28,https://pypi.org/project/pytest-md-report/,Unchanged,N/A,N/A,No,No,Python package from requirements.test.txt
shared,Python Package (Test),pytest-mypy,unspecified,container/deps/requirements.test.txt,https://github.com/ai-dynamo/dynamo/blob/main/container/deps/requirements.test.txt#L29,https://pypi.org/project/pytest-mypy/,Unchanged,N/A,N/A,No,No,Python package from requirements.test.txt
shared,Python Package,pytest-mypy,unspecified,benchmarks/pyproject.toml,https://github.com/ai-dynamo/dynamo/blob/main/benchmarks/pyproject.toml#L50,https://pypi.org/project/pytest-mypy/,Unchanged,N/A,N/A,No,No,From pyproject.toml
shared,Python Package (Test),pytest-timeout,unspecified,container/deps/requirements.test.txt,https://github.com/ai-dynamo/dynamo/blob/main/container/deps/requirements.test.txt#L30,https://pypi.org/project/pytest-timeout/,Unchanged,N/A,N/A,No,No,Python package from requirements.test.txt
shared,Python Package,PyYAML,unspecified,container/deps/requirements.txt,https://github.com/ai-dynamo/dynamo/blob/main/container/deps/requirements.txt#L32,https://pypi.org/project/pyyaml/,Unchanged,N/A,N/A,No,No,Python package from requirements.txt
shared,Python Package,Scikit Learn,unspecified,container/deps/requirements.txt,https://github.com/ai-dynamo/dynamo/blob/main/container/deps/requirements.txt#L33,https://pypi.org/project/scikit-learn/,Unchanged,N/A,N/A,No,No,Python package from requirements.txt
shared,Python Package,Scipy,<1.14.0,container/deps/requirements.txt,https://github.com/ai-dynamo/dynamo/blob/main/container/deps/requirements.txt#L34,https://pypi.org/project/scipy/,Unchanged,N/A,N/A,No,No,Python package from requirements.txt
shared,Python Package,Sentencepiece,unspecified,container/deps/requirements.txt,https://github.com/ai-dynamo/dynamo/blob/main/container/deps/requirements.txt#L35,https://pypi.org/project/sentencepiece/,Unchanged,N/A,N/A,No,No,Python package from requirements.txt
shared,Python Package,Setuptools,unspecified,pyproject.toml,https://github.com/ai-dynamo/dynamo/blob/main/pyproject.toml#L26,https://pypi.org/project/setuptools/,Unchanged,N/A,N/A,No,No,From pyproject.toml
shared,Python Package (docs),Sphinx,>=8.1,pyproject.toml,https://github.com/ai-dynamo/dynamo/blob/main/pyproject.toml#L70,https://pypi.org/project/sphinx/,Unchanged,N/A,N/A,No,No,From pyproject.toml
shared,Python Package (docs),Sphinx Book Theme,>=1.1,pyproject.toml,https://github.com/ai-dynamo/dynamo/blob/main/pyproject.toml#L79,https://pypi.org/project/sphinx-book-theme/,Unchanged,N/A,N/A,No,No,From pyproject.toml
shared,Python Package (docs),Sphinx Copybutton,>=0.5,pyproject.toml,https://github.com/ai-dynamo/dynamo/blob/main/pyproject.toml#L74,https://pypi.org/project/sphinx-copybutton/,Unchanged,N/A,N/A,No,No,From pyproject.toml
shared,Python Package (docs),Sphinx Design,>=0.6,pyproject.toml,https://github.com/ai-dynamo/dynamo/blob/main/pyproject.toml#L75,https://pypi.org/project/sphinx-design/,Unchanged,N/A,N/A,No,No,From pyproject.toml
shared,Python Package (docs),Sphinx Prompt,>=1.9,pyproject.toml,https://github.com/ai-dynamo/dynamo/blob/main/pyproject.toml#L76,https://pypi.org/project/sphinx-prompt/,Unchanged,N/A,N/A,No,No,From pyproject.toml
shared,Python Package (docs),Sphinx Sitemap,>=2.6,pyproject.toml,https://github.com/ai-dynamo/dynamo/blob/main/pyproject.toml#L77,https://pypi.org/project/sphinx-sitemap/,Unchanged,N/A,N/A,No,No,From pyproject.toml
shared,Python Package (docs),Sphinx Tabs,>=3.4,pyproject.toml,https://github.com/ai-dynamo/dynamo/blob/main/pyproject.toml#L78,https://pypi.org/project/sphinx-tabs/,Unchanged,N/A,N/A,No,No,From pyproject.toml
shared,Python Package (docs),Sphinxcontrib Bibtex,>=2.6,pyproject.toml,https://github.com/ai-dynamo/dynamo/blob/main/pyproject.toml#L81,https://pypi.org/project/sphinxcontrib-bibtex/,Unchanged,N/A,N/A,No,No,From pyproject.toml
shared,Python Package (docs),Sphinxcontrib Mermaid,>=1.0,pyproject.toml,https://github.com/ai-dynamo/dynamo/blob/main/pyproject.toml#L80,https://pypi.org/project/sphinxcontrib-mermaid/,Unchanged,N/A,N/A,No,No,From pyproject.toml
shared,Python Package,Tabulate,unspecified,benchmarks/pyproject.toml,https://github.com/ai-dynamo/dynamo/blob/main/benchmarks/pyproject.toml#L47,https://pypi.org/project/tabulate/,Unchanged,N/A,N/A,No,No,From pyproject.toml
shared,Python Package,Tensorboard,==2.19.0,container/deps/requirements.txt,https://github.com/ai-dynamo/dynamo/blob/main/container/deps/requirements.txt#L36,https://pypi.org/project/tensorboard/,Unchanged,N/A,N/A,No,No,Python package from requirements.txt
shared,Python Package,tensorboard X,==2.6.2.2,container/deps/requirements.txt,https://github.com/ai-dynamo/dynamo/blob/main/container/deps/requirements.txt#L37,https://pypi.org/project/tensorboard-x/,Unchanged,N/A,N/A,No,No,Python package from requirements.txt
shared,Python Package,Transformers,unspecified,container/deps/requirements.txt,https://github.com/ai-dynamo/dynamo/blob/main/container/deps/requirements.txt#L38,https://pypi.org/project/transformers/,Unchanged,N/A,N/A,No,No,Python package from requirements.txt
shared,Python Package,Transformers,unspecified,benchmarks/pyproject.toml,https://github.com/ai-dynamo/dynamo/blob/main/benchmarks/pyproject.toml#L49,https://pypi.org/project/transformers/,Unchanged,N/A,N/A,No,No,From pyproject.toml
shared,Note,Transitive Dependencies,N/A,N/A,N/A,N/A,Unchanged,N/A,N/A,No,Yes,"Transitive dependencies from vLLM, SGLang, and TensorRT-LLM are NOT captured in this CSV. These frameworks have their own dependency trees that would need to be extracted separately."
shared,Python Package,Typer,unspecified,pyproject.toml,https://github.com/ai-dynamo/dynamo/blob/main/pyproject.toml#L24,https://pypi.org/project/typer/,Unchanged,N/A,N/A,No,No,From pyproject.toml
shared,Python Package,Types Aiofiles,unspecified,container/deps/requirements.txt,https://github.com/ai-dynamo/dynamo/blob/main/container/deps/requirements.txt#L39,https://pypi.org/project/types-aiofiles/,Unchanged,N/A,N/A,No,No,Python package from requirements.txt
shared,Python Package,Types Psutil,>=7.0.0.20250218,pyproject.toml,https://github.com/ai-dynamo/dynamo/blob/main/pyproject.toml#L18,https://pypi.org/project/types-psutil/,Unchanged,N/A,N/A,No,No,From pyproject.toml
shared,Python Package (Test),Types Requests,unspecified,container/deps/requirements.test.txt,https://github.com/ai-dynamo/dynamo/blob/main/container/deps/requirements.test.txt#L33,https://pypi.org/project/types-requests/,Unchanged,N/A,N/A,No,No,Python package from requirements.test.txt
shared,Python Package,Types Tabulate,unspecified,benchmarks/pyproject.toml,https://github.com/ai-dynamo/dynamo/blob/main/benchmarks/pyproject.toml#L48,https://pypi.org/project/types-tabulate/,Unchanged,N/A,N/A,No,No,From pyproject.toml
shared,Python Package (Test),types-PyYAML,unspecified,container/deps/requirements.test.txt,https://github.com/ai-dynamo/dynamo/blob/main/container/deps/requirements.test.txt#L32,https://pypi.org/project/types-pyyaml/,Unchanged,N/A,N/A,No,No,Python package from requirements.test.txt
shared,Python Package,types-PyYAML,unspecified,container/deps/requirements.txt,https://github.com/ai-dynamo/dynamo/blob/main/container/deps/requirements.txt#L40,https://pypi.org/project/types-pyyaml/,Unchanged,N/A,N/A,No,No,Python package from requirements.txt
shared,Python Package (vllm),Uvloop,unspecified,pyproject.toml,https://github.com/ai-dynamo/dynamo/blob/main/pyproject.toml#L56,https://pypi.org/project/uvloop/,Unchanged,N/A,N/A,No,No,From pyproject.toml
shared,Python Package (sglang),Uvloop,unspecified,pyproject.toml,https://github.com/ai-dynamo/dynamo/blob/main/pyproject.toml#L62,https://pypi.org/project/uvloop/,Unchanged,N/A,N/A,No,No,From pyproject.toml
