Component,Category,Dependency Name,Version,Source File,GitHub URL,Package Source URL,Status,Diff from Latest,Diff from Release,Critical,NVIDIA Product,Notes
operator,Go Module,golang.org/x/sys,v0.33.0,deploy/cloud/operator/go.mod,https://github.com/ai-dynamo/dynamo/blob/main/deploy/cloud/operator/go.mod#L80,https://pkg.go.dev/golang.org/x/sys,Unchanged,N/A,N/A,No,No,Indirect dependency
operator,Go Module,golang.org/x/term,v0.32.0,deploy/cloud/operator/go.mod,https://github.com/ai-dynamo/dynamo/blob/main/deploy/cloud/operator/go.mod#L81,https://pkg.go.dev/golang.org/x/term,Unchanged,N/A,N/A,No,No,Indirect dependency
operator,Go Module,golang.org/x/text,v0.25.0,deploy/cloud/operator/go.mod,https://github.com/ai-dynamo/dynamo/blob/main/deploy/cloud/operator/go.mod#L82,https://pkg.go.dev/golang.org/x/text,Unchanged,N/A,N/A,No,No,Indirect dependency
operator,Go Module,golang.org/x/time,v0.9.0,deploy/cloud/operator/go.mod,https://github.com/ai-dynamo/dynamo/blob/main/deploy/cloud/operator/go.mod#L83,https://pkg.go.dev/golang.org/x/time,Unchanged,N/A,N/A,No,No,Indirect dependency
operator,Go Module,golang.org/x/tools,v0.33.0,deploy/cloud/operator/go.mod,https://github.com/ai-dynamo/dynamo/blob/main/deploy/cloud/operator/go.mod#L84,https://pkg.go.dev/golang.org/x/tools,Unchanged,N/A,N/A,No,No,Indirect dependency
operator,Go Module,gomodules.xyz/jsonpatch/v2,v2.4.0,deploy/cloud/operator/go.mod,https://github.com/ai-dynamo/dynamo/blob/main/deploy/cloud/operator/go.mod#L85,https://pkg.go.dev/gomodules.xyz/jsonpatch/v2,Unchanged,N/A,N/A,No,No,Indirect dependency
operator,Go Module,google.golang.org/genproto/googleapis/api,v0.0.0-20250519155744-55703ea1f237,deploy/cloud/operator/go.mod,https://github.com/ai-dynamo/dynamo/blob/main/deploy/cloud/operator/go.mod#L86,https://pkg.go.dev/google.golang.org/genproto/googleapis/api,Unchanged,N/A,N/A,No,No,Indirect dependency
operator,Go Module,google.golang.org/genproto/googleapis/rpc,v0.0.0-20250519155744-55703ea1f237,deploy/cloud/operator/go.mod,https://github.com/ai-dynamo/dynamo/blob/main/deploy/cloud/operator/go.mod#L87,https://pkg.go.dev/google.golang.org/genproto/googleapis/rpc,Unchanged,N/A,N/A,No,No,Indirect dependency
operator,Go Module,google.golang.org/grpc,v1.72.1,deploy/cloud/operator/go.mod,https://github.com/ai-dynamo/dynamo/blob/main/deploy/cloud/operator/go.mod#L88,https://pkg.go.dev/google.golang.org/grpc,Unchanged,N/A,N/A,No,No,Indirect dependency
operator,Go Module,google.golang.org/protobuf,v1.36.6,deploy/cloud/operator/go.mod,https://github.com/ai-dynamo/dynamo/blob/main/deploy/cloud/operator/go.mod#L89,https://pkg.go.dev/google.golang.org/protobuf,Unchanged,N/A,N/A,No,No,Indirect dependency
operator,Go Module,gopkg.in/evanphx/json-patch.v4,v4.12.0,deploy/cloud/operator/go.mod,https://github.com/ai-dynamo/dynamo/blob/main/deploy/cloud/operator/go.mod#L90,https://pkg.go.dev/gopkg.in/evanphx/json-patch.v4,Unchanged,N/A,N/A,No,No,Indirect dependency
operator,Go Module,gopkg.in/inf.v0,v0.9.1,deploy/cloud/operator/go.mod,https://github.com/ai-dynamo/dynamo/blob/main/deploy/cloud/operator/go.mod#L91,https://pkg.go.dev/gopkg.in/inf.v0,Unchanged,N/A,N/A,No,No,Indirect dependency
operator,Go Module,gopkg.in/yaml.v3,v3.0.1,deploy/cloud/operator/go.mod,https://github.com/ai-dynamo/dynamo/blob/main/deploy/cloud/operator/go.mod#L92,https://pkg.go.dev/gopkg.in/yaml.v3,Unchanged,N/A,N/A,No,No,Indirect dependency
operator,Go Module,istio.io/api,v1.23.1,deploy/cloud/operator/go.mod,https://github.com/ai-dynamo/dynamo/blob/main/deploy/cloud/operator/go.mod#L19,https://pkg.go.dev/istio.io/api,Unchanged,N/A,N/A,No,No,Direct dependency
operator,Go Module,istio.io/client-go,v1.23.1,deploy/cloud/operator/go.mod,https://github.com/ai-dynamo/dynamo/blob/main/deploy/cloud/operator/go.mod#L20,https://pkg.go.dev/istio.io/client-go,Unchanged,N/A,N/A,No,No,Direct dependency
operator,Go Module,k8s.io/api,v0.33.3,deploy/cloud/operator/go.mod,https://github.com/ai-dynamo/dynamo/blob/main/deploy/cloud/operator/go.mod#L21,https://pkg.go.dev/k8s.io/api,Unchanged,N/A,N/A,No,No,Direct dependency
operator,Go Module,k8s.io/apiextensions-apiserver,v0.33.3,deploy/cloud/operator/go.mod,https://github.com/ai-dynamo/dynamo/blob/main/deploy/cloud/operator/go.mod#L22,https://pkg.go.dev/k8s.io/apiextensions-apiserver,Unchanged,N/A,N/A,No,No,Direct dependency
operator,Go Module,k8s.io/apimachinery,v0.33.3,deploy/cloud/operator/go.mod,https://github.com/ai-dynamo/dynamo/blob/main/deploy/cloud/operator/go.mod#L23,https://pkg.go.dev/k8s.io/apimachinery,Unchanged,N/A,N/A,No,No,Direct dependency
operator,Go Module,k8s.io/client-go,v0.33.3,deploy/cloud/operator/go.mod,https://github.com/ai-dynamo/dynamo/blob/main/deploy/cloud/operator/go.mod#L24,https://pkg.go.dev/k8s.io/client-go,Unchanged,N/A,N/A,No,No,Direct dependency
operator,Go Module,k8s.io/klog/v2,v2.130.1,deploy/cloud/operator/go.mod,https://github.com/ai-dynamo/dynamo/blob/main/deploy/cloud/operator/go.mod#L93,https://pkg.go.dev/k8s.io/klog/v2,Unchanged,N/A,N/A,No,No,Indirect dependency
operator,Go Module,k8s.io/kube-openapi,v0.0.0-20250318190949-c8a335a9a2ff,deploy/cloud/operator/go.mod,https://github.com/ai-dynamo/dynamo/blob/main/deploy/cloud/operator/go.mod#L94,https://pkg.go.dev/k8s.io/kube-openapi,Unchanged,N/A,N/A,No,No,Indirect dependency
operator,Go Module,k8s.io/utils,v0.0.0-20250502105355-0f33e8f1c979,deploy/cloud/operator/go.mod,https://github.com/ai-dynamo/dynamo/blob/main/deploy/cloud/operator/go.mod#L25,https://pkg.go.dev/k8s.io/utils,Unchanged,N/A,N/A,No,No,Direct dependency
operator,Base Image,NVIDIA Go,v3.1.13,deploy/cloud/operator/Dockerfile,https://github.com/ai-dynamo/dynamo/blob/main/deploy/cloud/operator/Dockerfile#L53,https://catalog.ngc.nvidia.com/orgs/nvidia/containers/nvidia go,Unchanged,N/A,N/A,No,Yes,Build/Runtime base image
operator,Go Module,sigs.k8s.io/controller-runtime,v0.21.0,deploy/cloud/operator/go.mod,https://github.com/ai-dynamo/dynamo/blob/main/deploy/cloud/operator/go.mod#L26,https://pkg.go.dev/sigs.k8s.io/controller-runtime,Unchanged,N/A,N/A,No,No,Direct dependency
operator,Go Module,sigs.k8s.io/json,v0.0.0-20241010143419-9aa6b5e7a4b3,deploy/cloud/operator/go.mod,https://github.com/ai-dynamo/dynamo/blob/main/deploy/cloud/operator/go.mod#L95,https://pkg.go.dev/sigs.k8s.io/json,Unchanged,N/A,N/A,No,No,Indirect dependency
operator,Go Module,sigs.k8s.io/lws,v0.6.1,deploy/cloud/operator/go.mod,https://github.com/ai-dynamo/dynamo/blob/main/deploy/cloud/operator/go.mod#L27,https://pkg.go.dev/sigs.k8s.io/lws,Unchanged,N/A,N/A,No,No,Direct dependency
operator,Go Module,sigs.k8s.io/randfill,v1.0.0,deploy/cloud/operator/go.mod,https://github.com/ai-dynamo/dynamo/blob/main/deploy/cloud/operator/go.mod#L96,https://pkg.go.dev/sigs.k8s.io/randfill,Unchanged,N/A,N/A,No,No,Indirect dependency
operator,Go Module,sigs.k8s.io/structured-merge-diff/v4,v4.7.0,deploy/cloud/operator/go.mod,https://github.com/ai-dynamo/dynamo/blob/main/deploy/cloud/operator/go.mod#L97,https://pkg.go.dev/sigs.k8s.io/structured-merge-diff/v4,Unchanged,N/A,N/A,No,No,Indirect dependency
operator,Go Module,sigs.k8s.io/yaml,v1.4.0,deploy/cloud/operator/go.mod,https://github.com/ai-dynamo/dynamo/blob/main/deploy/cloud/operator/go.mod#L28,https://pkg.go.dev/sigs.k8s.io/yaml,Unchanged,N/A,N/A,No,No,Direct dependency
operator,Go Module,volcano.sh/apis,v1.12.2,deploy/cloud/operator/go.mod,https://github.com/ai-dynamo/dynamo/blob/main/deploy/cloud/operator/go.mod#L29,https://pkg.go.dev/volcano.sh/apis,Unchanged,N/A,N/A,No,No,Direct dependency
shared,Python Package,Aiperf,unspecified,container/deps/requirements.txt,https://github.com/ai-dynamo/dynamo/blob/main/container/deps/requirements.txt#L7,https://pypi.org/project/aiperf/,Unchanged,N/A,N/A,Yes,No,Python package from requirements.txt
shared,Python Git Package,Aiperf,70af59489df2,recipes/llama-3-70b/vllm/agg/perf.yaml,https://github.com/ai-dynamo/dynamo/blob/main/recipes/llama-3-70b/vllm/agg/perf.yaml#L23,https://pypi.org/project/aiperf/,Unchanged,N/A,N/A,Yes,No,Installed from Git (ai-dynamo/aiperf)
shared,Python Git Package,Aiperf,70af59489df2,recipes/llama-3-70b/vllm/disagg-multi-node/perf.yaml,https://github.com/ai-dynamo/dynamo/blob/main/recipes/llama-3-70b/vllm/disagg-multi-node/perf.yaml#L23,https://pypi.org/project/aiperf/,Unchanged,N/A,N/A,Yes,No,Installed from Git (ai-dynamo/aiperf)
shared,Python Git Package,Aiperf,70af59489df2,recipes/llama-3-70b/vllm/disagg-single-node/perf.yaml,https://github.com/ai-dynamo/dynamo/blob/main/recipes/llama-3-70b/vllm/disagg-single-node/perf.yaml#L23,https://pypi.org/project/aiperf/,Unchanged,N/A,N/A,Yes,No,Installed from Git (ai-dynamo/aiperf)
shared,Python Git Package,Aiperf,70af59489df2,recipes/gpt-oss-120b/trtllm/agg/perf.yaml,https://github.com/ai-dynamo/dynamo/blob/main/recipes/gpt-oss-120b/trtllm/agg/perf.yaml#L32,https://pypi.org/project/aiperf/,Unchanged,N/A,N/A,Yes,Yes,Installed from Git (ai-dynamo/aiperf)
shared,Docker Compose Service,bitnamilegacy/etcd,3.6.1,deploy/docker-compose.yml,N/A,https://hub.docker.com/r/bitnamilegacy/etcd,Unchanged,N/A,N/A,Yes,No,Docker Compose service
shared,Helm Chart Dependency,Dynamo Operator,0.5.0,deploy/cloud/helm/platform/Chart.yaml,N/A,https://artifacthub.io/packages/search?ts_query_web=dynamo-operator,Unchanged,N/A,N/A,Yes,No,Local Helm chart
shared,Helm Chart Dependency,etcd,12.0.18,deploy/cloud/helm/platform/Chart.yaml,N/A,https://artifacthub.io/packages/search?ts_query_web=etcd,Unchanged,N/A,N/A,Yes,No,Helm chart from charts.bitnami.com
shared,Python Package,Genai Perf,==0.0.15,container/deps/requirements.txt,https://github.com/ai-dynamo/dynamo/blob/main/container/deps/requirements.txt#L11,https://pypi.org/project/genai-perf/,Unchanged,N/A,N/A,Yes,No,Python package from requirements.txt
shared,Helm Chart Dependency,Grove Charts,v0.1.0-alpha.3,deploy/cloud/helm/platform/Chart.yaml,N/A,https://artifacthub.io/packages/search?ts_query_web=grove-charts,Unchanged,N/A,N/A,Yes,Yes,Helm chart from OCI registry
shared,Helm Chart Dependency,Kai Scheduler,v0.9.4,deploy/cloud/helm/platform/Chart.yaml,N/A,https://artifacthub.io/packages/search?ts_query_web=kai-scheduler,Unchanged,N/A,N/A,Yes,Yes,Helm chart from OCI registry
shared,Python Package,Kubernetes,==32.0.1,container/deps/requirements.txt,https://github.com/ai-dynamo/dynamo/blob/main/container/deps/requirements.txt#L15,https://pypi.org/project/kubernetes/,Unchanged,N/A,N/A,Yes,No,Python package from requirements.txt
shared,Python Package,Kubernetes,">=32.0.1,<33.0.0",pyproject.toml,https://github.com/ai-dynamo/dynamo/blob/main/pyproject.toml#L19,https://pypi.org/project/kubernetes/,Unchanged,N/A,N/A,Yes,No,From pyproject.toml
shared,Python Package,Kubernetes_asyncio,unspecified,container/deps/requirements.txt,https://github.com/ai-dynamo/dynamo/blob/main/container/deps/requirements.txt#L16,https://pypi.org/project/kubernetes_asyncio/,Unchanged,N/A,N/A,Yes,No,Python package from requirements.txt
shared,Docker Compose Service,NATS,2.11.4,deploy/docker-compose.yml,N/A,N/A,Unchanged,N/A,N/A,Yes,No,Docker Compose service
shared,Helm Chart Dependency,NATS,1.3.2,deploy/cloud/helm/platform/Chart.yaml,N/A,https://artifacthub.io/packages/search?ts_query_web=nats,Unchanged,N/A,N/A,Yes,No,Helm chart from nats-io.github.io
shared,Python Package (Test),NATS-py,unspecified,container/deps/requirements.test.txt,https://github.com/ai-dynamo/dynamo/blob/main/container/deps/requirements.test.txt#L19,https://pypi.org/project/nats-py/,Unchanged,N/A,N/A,Yes,No,Python package from requirements.test.txt
shared,Docker Compose Service,NATSio/prometheus-NATS-exporter,0.17.3,deploy/docker-compose.yml,N/A,https://hub.docker.com/r/NATSio/prometheus-NATS-exporter,Unchanged,N/A,N/A,Yes,No,Docker Compose service
shared,System,Nixl,0.6.0,container/Dockerfile,https://github.com/ai-dynamo/dynamo/blob/main/container/Dockerfile#L41,N/A,Unchanged,N/A,N/A,Yes,No,Dockerfile build argument
shared,Python Package (vllm),Nixl,<=0.6.0,pyproject.toml,https://github.com/ai-dynamo/dynamo/blob/main/pyproject.toml#L57,https://pypi.org/project/nixl/,Unchanged,N/A,N/A,Yes,No,From pyproject.toml
shared,Python Package (sglang),Nixl,<=0.6.0,pyproject.toml,https://github.com/ai-dynamo/dynamo/blob/main/pyproject.toml#L63,https://pypi.org/project/nixl/,Unchanged,N/A,N/A,Yes,No,From pyproject.toml
shared,Base Image,NVIDIA CUDA-dl-base,25.01-cuda12.8-devel-ubuntu24.04,container/Dockerfile,https://github.com/ai-dynamo/dynamo/blob/main/container/Dockerfile#L50,https://catalog.ngc.nvidia.com/orgs/nvidia/containers/nvidia cuda-dl-base,Unchanged,N/A,N/A,Yes,Yes,Build/Runtime base image
shared,Framework,Python,3.12,container/Dockerfile,https://github.com/ai-dynamo/dynamo/blob/main/container/Dockerfile#L44,https://www.python.org/downloads/,Unchanged,N/A,N/A,Yes,No,Dockerfile build argument
shared,Language,Rust,1.90.0,rust-toolchain.toml,N/A,https://www.rust-lang.org/tools/install,Unchanged,N/A,N/A,Yes,No,Rust toolchain version
shared,Python Package (sglang),Sglang [all],==0.5.3.post2,pyproject.toml,https://github.com/ai-dynamo/dynamo/blob/main/pyproject.toml#L64,https://pypi.org/project/sglang/,Unchanged,N/A,N/A,Yes,No,From pyproject.toml
shared,Python Package (Standard),Ucx PY Cu12,unspecified,container/deps/requirements.standard.txt,https://github.com/ai-dynamo/dynamo/blob/main/container/deps/requirements.standard.txt#L16,https://pypi.org/project/ucx-py-cu12/,Unchanged,N/A,N/A,Yes,No,Python package from requirements.standard.txt
shared,Python Package,Uvicorn,unspecified,container/deps/requirements.txt,https://github.com/ai-dynamo/dynamo/blob/main/container/deps/requirements.txt#L41,https://pypi.org/project/uvicorn/,Unchanged,N/A,N/A,Yes,No,Python package from requirements.txt
shared,Python Package (vllm),Vllm [flashinfer],==0.10.2,pyproject.toml,https://github.com/ai-dynamo/dynamo/blob/main/pyproject.toml#L58,https://pypi.org/project/vllm/,Unchanged,N/A,N/A,Yes,No,From pyproject.toml
shared,Python Package (docs),Ablog,>=0.11,pyproject.toml,https://github.com/ai-dynamo/dynamo/blob/main/pyproject.toml#L73,https://pypi.org/project/ablog/,Unchanged,N/A,N/A,No,No,From pyproject.toml
shared,Python Package,Accelerate,==1.6.0,container/deps/requirements.txt,https://github.com/ai-dynamo/dynamo/blob/main/container/deps/requirements.txt#L4,https://pypi.org/project/accelerate/,Unchanged,N/A,N/A,No,No,Python package from requirements.txt
shared,Project,AI Dynamo,0.6.0,pyproject.toml,https://github.com/ai-dynamo/dynamo/blob/main/pyproject.toml#L6,N/A,Unchanged,N/A,N/A,No,No,Project version
shared,Python Package,AI Dynamo Runtime,==0.6.0,pyproject.toml,https://github.com/ai-dynamo/dynamo/blob/main/pyproject.toml#L16,https://pypi.org/project/ai-dynamo-runtime/,Unchanged,N/A,N/A,No,No,From pyproject.toml
shared,Python Package,Aiconfigurator,unspecified,container/deps/requirements.txt,https://github.com/ai-dynamo/dynamo/blob/main/container/deps/requirements.txt#L5,https://pypi.org/project/aiconfigurator/,Unchanged,N/A,N/A,No,No,Python package from requirements.txt
shared,Python Package,Aiconfigurator,unspecified,benchmarks/pyproject.toml,https://github.com/ai-dynamo/dynamo/blob/main/benchmarks/pyproject.toml#L43,https://pypi.org/project/aiconfigurator/,Unchanged,N/A,N/A,No,No,From pyproject.toml
shared,Python Package,Aiofiles,unspecified,container/deps/requirements.txt,https://github.com/ai-dynamo/dynamo/blob/main/container/deps/requirements.txt#L6,https://pypi.org/project/aiofiles/,Unchanged,N/A,N/A,No,No,Python package from requirements.txt
shared,Python Package,Av,==15.0.0,container/deps/requirements.txt,https://github.com/ai-dynamo/dynamo/blob/main/container/deps/requirements.txt#L8,https://pypi.org/project/av/,Unchanged,N/A,N/A,No,No,Python package from requirements.txt
shared,Base Image,Base,latest,container/Dockerfile,https://github.com/ai-dynamo/dynamo/blob/main/container/Dockerfile#L363,N/A,Unchanged,N/A,N/A,No,No,Build/Runtime base image
shared,Framework,Base Image,25.01-cuda12.8-devel-ubuntu24.04,container/Dockerfile,https://github.com/ai-dynamo/dynamo/blob/main/container/Dockerfile#L15,N/A,Unchanged,N/A,N/A,No,No,Dockerfile build argument
shared,Python Package,Click,<8.2.0,pyproject.toml,https://github.com/ai-dynamo/dynamo/blob/main/pyproject.toml#L25,https://pypi.org/project/click/,Unchanged,N/A,N/A,No,No,From pyproject.toml
shared,Project,Data Generator,0.1.0,benchmarks/pyproject.toml,https://github.com/ai-dynamo/dynamo/blob/main/benchmarks/pyproject.toml#L18,N/A,Unchanged,N/A,N/A,No,No,Project version
shared,Python Package (Test),Datasets,unspecified,container/deps/requirements.test.txt,https://github.com/ai-dynamo/dynamo/blob/main/container/deps/requirements.test.txt#L17,https://pypi.org/project/datasets/,Unchanged,N/A,N/A,No,No,Python package from requirements.test.txt
shared,Python Package,Distro,unspecified,pyproject.toml,https://github.com/ai-dynamo/dynamo/blob/main/pyproject.toml#L21,https://pypi.org/project/distro/,Unchanged,N/A,N/A,No,No,From pyproject.toml
shared,Helm Chart,Dynamo Graph,0.6.0,deploy/helm/chart/Chart.yaml,N/A,https://artifacthub.io/packages/search?ts_query_web=dynamo-graph,Unchanged,N/A,N/A,No,No,Helm chart version
shared,Helm Chart,Dynamo Platform,0.6.0,deploy/cloud/helm/platform/Chart.yaml,N/A,https://artifacthub.io/packages/search?ts_query_web=dynamo-platform,Unchanged,N/A,N/A,No,No,Helm chart version
shared,Python Package,FastAPI,==0.115.12,container/deps/requirements.txt,https://github.com/ai-dynamo/dynamo/blob/main/container/deps/requirements.txt#L9,https://pypi.org/project/fastapi/,Unchanged,N/A,N/A,No,No,Python package from requirements.txt
shared,Python Package,FastAPI,>=0.115.0,pyproject.toml,https://github.com/ai-dynamo/dynamo/blob/main/pyproject.toml#L20,https://pypi.org/project/fastapi/,Unchanged,N/A,N/A,No,No,From pyproject.toml
shared,Python Package,Filelock,unspecified,pyproject.toml,https://github.com/ai-dynamo/dynamo/blob/main/pyproject.toml#L23,https://pypi.org/project/filelock/,Unchanged,N/A,N/A,No,No,From pyproject.toml
shared,Python Package,Ftfy,unspecified,container/deps/requirements.txt,https://github.com/ai-dynamo/dynamo/blob/main/container/deps/requirements.txt#L10,https://pypi.org/project/ftfy/,Unchanged,N/A,N/A,No,No,Python package from requirements.txt
shared,Docker Compose Service,Grafana/grafana Enterprise,12.0.1,deploy/docker-compose.yml,N/A,https://hub.docker.com/r/Grafana/grafana Enterprise,Unchanged,N/A,N/A,No,No,Docker Compose service
shared,Python Package,gRPCio-tools,==1.66.0,container/deps/requirements.txt,https://github.com/ai-dynamo/dynamo/blob/main/container/deps/requirements.txt#L12,https://pypi.org/project/grpcio-tools/,Unchanged,N/A,N/A,No,No,Python package from requirements.txt
shared,Python Package,HTTPX,unspecified,container/deps/requirements.txt,https://github.com/ai-dynamo/dynamo/blob/main/container/deps/requirements.txt#L13,https://pypi.org/project/httpx/,Unchanged,N/A,N/A,No,No,Python package from requirements.txt
shared,Python Package,Kr8s,unspecified,container/deps/requirements.txt,https://github.com/ai-dynamo/dynamo/blob/main/container/deps/requirements.txt#L14,https://pypi.org/project/kr8s/,Unchanged,N/A,N/A,No,No,Python package from requirements.txt
shared,Base Image,Manylinux 2 28 X86 64,latest,container/Dockerfile,https://github.com/ai-dynamo/dynamo/blob/main/container/Dockerfile#L276,N/A,Unchanged,N/A,N/A,No,No,Build/Runtime base image
shared,Python Package,Matplotlib,unspecified,container/deps/requirements.txt,https://github.com/ai-dynamo/dynamo/blob/main/container/deps/requirements.txt#L17,https://pypi.org/project/matplotlib/,Unchanged,N/A,N/A,No,No,Python package from requirements.txt
shared,Python Package,Msgspec,unspecified,container/deps/requirements.txt,https://github.com/ai-dynamo/dynamo/blob/main/container/deps/requirements.txt#L18,https://pypi.org/project/msgspec/,Unchanged,N/A,N/A,No,No,Python package from requirements.txt
shared,Python Package,mypy,unspecified,container/deps/requirements.txt,https://github.com/ai-dynamo/dynamo/blob/main/container/deps/requirements.txt#L19,https://pypi.org/project/mypy/,Unchanged,N/A,N/A,No,No,Python package from requirements.txt
shared,Python Package (docs),Myst NB,>=1.2,pyproject.toml,https://github.com/ai-dynamo/dynamo/blob/main/pyproject.toml#L84,https://pypi.org/project/myst-nb/,Unchanged,N/A,N/A,No,No,From pyproject.toml
shared,Python Package (docs),Myst Parser,>=4.0,pyproject.toml,https://github.com/ai-dynamo/dynamo/blob/main/pyproject.toml#L83,https://pypi.org/project/myst-parser/,Unchanged,N/A,N/A,No,No,From pyproject.toml
shared,Python Package (docs),Nbsphinx,>=0.9,pyproject.toml,https://github.com/ai-dynamo/dynamo/blob/main/pyproject.toml#L85,https://pypi.org/project/nbsphinx/,Unchanged,N/A,N/A,No,No,From pyproject.toml
shared,Python Package,Networkx,unspecified,benchmarks/pyproject.toml,https://github.com/ai-dynamo/dynamo/blob/main/benchmarks/pyproject.toml#L44,https://pypi.org/project/networkx/,Unchanged,N/A,N/A,No,No,From pyproject.toml
shared,Python Package,NVIDIA-ml-py,==13.580.65,container/deps/requirements.txt,https://github.com/ai-dynamo/dynamo/blob/main/container/deps/requirements.txt#L20,https://pypi.org/project/nvidia-ml-py/,Unchanged,N/A,N/A,No,Yes,Python package from requirements.txt
shared,Python Package (docs),NVIDIA-sphinx-theme,>=0.0.8,pyproject.toml,https://github.com/ai-dynamo/dynamo/blob/main/pyproject.toml#L71,https://pypi.org/project/nvidia-sphinx-theme/,Unchanged,N/A,N/A,No,Yes,From pyproject.toml
shared,Docker Compose Service,NVIDIA/dcgm-exporter,4.2.3-4.1.3-ubi9,deploy/docker-compose.yml,N/A,https://catalog.ngc.nvidia.com/orgs/nvidia/containers/dcgm-exporter,Unchanged,N/A,N/A,No,Yes,Docker Compose service
shared,Python Package,Opentelemetry Api,unspecified,container/deps/requirements.txt,https://github.com/ai-dynamo/dynamo/blob/main/container/deps/requirements.txt#L21,https://pypi.org/project/opentelemetry-api/,Unchanged,N/A,N/A,No,No,Python package from requirements.txt
shared,Python Package,Opentelemetry Sdk,unspecified,container/deps/requirements.txt,https://github.com/ai-dynamo/dynamo/blob/main/container/deps/requirements.txt#L22,https://pypi.org/project/opentelemetry-sdk/,Unchanged,N/A,N/A,No,No,Python package from requirements.txt
shared,Python Package,Pandas,unspecified,benchmarks/pyproject.toml,https://github.com/ai-dynamo/dynamo/blob/main/benchmarks/pyproject.toml#L45,https://pypi.org/project/pandas/,Unchanged,N/A,N/A,No,No,From pyproject.toml
shared,Python Package,Pip,unspecified,container/deps/requirements.txt,https://github.com/ai-dynamo/dynamo/blob/main/container/deps/requirements.txt#L23,https://pypi.org/project/pip/,Unchanged,N/A,N/A,No,No,Python package from requirements.txt
shared,Python Package,Pmdarima,unspecified,container/deps/requirements.txt,https://github.com/ai-dynamo/dynamo/blob/main/container/deps/requirements.txt#L24,https://pypi.org/project/pmdarima/,Unchanged,N/A,N/A,No,No,Python package from requirements.txt
shared,Python Package,Pre Commit,unspecified,container/deps/requirements.txt,https://github.com/ai-dynamo/dynamo/blob/main/container/deps/requirements.txt#L25,https://pypi.org/project/pre-commit/,Unchanged,N/A,N/A,No,No,Python package from requirements.txt
shared,Docker Compose Service,Prom/prometheus,v3.4.1,deploy/docker-compose.yml,N/A,https://hub.docker.com/r/Prom/prometheus,Unchanged,N/A,N/A,No,No,Docker Compose service
shared,Python Package,Prometheus Api Client,unspecified,container/deps/requirements.txt,https://github.com/ai-dynamo/dynamo/blob/main/container/deps/requirements.txt#L26,https://pypi.org/project/prometheus-api-client/,Unchanged,N/A,N/A,No,No,Python package from requirements.txt
shared,Python Package,Prometheus Client,unspecified,container/deps/requirements.txt,https://github.com/ai-dynamo/dynamo/blob/main/container/deps/requirements.txt#L27,https://pypi.org/project/prometheus-client/,Unchanged,N/A,N/A,No,No,Python package from requirements.txt
shared,Python Package,Prometheus Client,">=0.23.1,<1.0",pyproject.toml,https://github.com/ai-dynamo/dynamo/blob/main/pyproject.toml#L27,https://pypi.org/project/prometheus-client/,Unchanged,N/A,N/A,No,No,From pyproject.toml
shared,Python Package,Prophet,unspecified,container/deps/requirements.txt,https://github.com/ai-dynamo/dynamo/blob/main/container/deps/requirements.txt#L28,https://pypi.org/project/prophet/,Unchanged,N/A,N/A,No,No,Python package from requirements.txt
shared,Python Package,Protocol Buffers,==5.29.5,container/deps/requirements.txt,https://github.com/ai-dynamo/dynamo/blob/main/container/deps/requirements.txt#L29,https://pypi.org/project/protocol-buffers/,Unchanged,N/A,N/A,No,No,Python package from requirements.txt
shared,Python Package (Test),Psutil,>=5.0.0,container/deps/requirements.test.txt,https://github.com/ai-dynamo/dynamo/blob/main/container/deps/requirements.test.txt#L20,https://pypi.org/project/psutil/,Unchanged,N/A,N/A,No,No,Python package from requirements.test.txt
shared,Python Package,Pydantic,>=2.10.6,container/deps/requirements.txt,https://github.com/ai-dynamo/dynamo/blob/main/container/deps/requirements.txt#L30,https://pypi.org/project/pydantic/,Unchanged,N/A,N/A,No,No,Python package from requirements.txt
shared,Python Package,Pydantic,>=2,benchmarks/pyproject.toml,https://github.com/ai-dynamo/dynamo/blob/main/benchmarks/pyproject.toml#L46,https://pypi.org/project/pydantic/,Unchanged,N/A,N/A,No,No,From pyproject.toml
shared,Python Package (Test),Pyright,unspecified,container/deps/requirements.test.txt,https://github.com/ai-dynamo/dynamo/blob/main/container/deps/requirements.test.txt#L21,https://pypi.org/project/pyright/,Unchanged,N/A,N/A,No,No,Python package from requirements.test.txt
shared,Python Package,Pyright,unspecified,container/deps/requirements.txt,https://github.com/ai-dynamo/dynamo/blob/main/container/deps/requirements.txt#L31,https://pypi.org/project/pyright/,Unchanged,N/A,N/A,No,No,Python package from requirements.txt
shared,Python Package (Test),pytest,unspecified,container/deps/requirements.test.txt,https://github.com/ai-dynamo/dynamo/blob/main/container/deps/requirements.test.txt#L22,https://pypi.org/project/pytest/,Unchanged,N/A,N/A,No,No,Python package from requirements.test.txt
shared,Python Package,pytest,>=8.3.4,pyproject.toml,https://github.com/ai-dynamo/dynamo/blob/main/pyproject.toml#L17,https://pypi.org/project/pytest/,Unchanged,N/A,N/A,No,No,From pyproject.toml
shared,Python Package (Test),pytest-asyncio,unspecified,container/deps/requirements.test.txt,https://github.com/ai-dynamo/dynamo/blob/main/container/deps/requirements.test.txt#L23,https://pypi.org/project/pytest-asyncio/,Unchanged,N/A,N/A,No,No,Python package from requirements.test.txt
