package_name,version,type,spdx_license
perl-modules-5.38,5.38.2-3.2ubuntu0.1,dpkg,LicenseRef-Artistic AND Artistic-2.0 AND Artistic-dist AND BSD-3-Clause AND LicenseRef-BSD-3-clause-GENERIC AND LicenseRef-BSD-3-clause-with-weird-numbering AND LicenseRef-BSD-4-clause-POWERDOG AND LicenseRef-BZIP AND LicenseRef-DONT-CHANGE-THE-GPL AND LicenseRef-Expat AND FSFAP AND GPL-1.0-only AND GPL-1.0-or-later AND GPL-2.0-only AND GPL-2.0-or-later AND LicenseRef-GPL-3--WITH-BISON-EXCEPTION AND LGPL-2.1-only AND LicenseRef-REGCOMP AND LicenseRef-REGCOMP- AND LicenseRef-SDBM-PUBLIC-DOMAIN AND LicenseRef-TEXT-TABS AND LicenseRef-Unicode AND Zlib
pinentry-curses,1.2.1-3ubuntu5,dpkg,GPL-2.0-only AND GPL-2.0-or-later AND LGPL-3.0-only AND LGPL-3.0-or-later AND X11
polkitd,124-2ubuntu1.24.04.2,dpkg,Apache-2.0 AND LicenseRef-Expat AND LGPL-2.0-only AND LGPL-2.0-or-later
procps,2:4.0.4-4ubuntu3.2,dpkg,GPL-2.0-only AND GPL-2.0-or-later AND LGPL-2.0-only AND LGPL-2.0-or-later AND LGPL-2.1-only AND LGPL-2.1-or-later
python-apt-common,2.7.7ubuntu5.2,dpkg,GPL-2.0-only AND GPL-2.0-or-later AND LicenseRef-Permissive
python3,3.12.3-0ubuntu2.1,dpkg,LicenseRef-5b274dbb44b28a54b795b9471c07ab045054d6b8a86273cb9feb632b6fd2760d
python3-apt,2.7.7ubuntu5.2,dpkg,GPL-2.0-only AND GPL-2.0-or-later AND LicenseRef-Permissive
python3-blinker,1.7.0-1,dpkg,BSD-3-Clause AND LicenseRef-Expat
python3-cffi-backend,1.16.0-2build1,dpkg,LicenseRef-Expat
python3-cryptography,41.0.7-4ubuntu0.4,dpkg,LicenseRef-Apache AND Apache-2.0 AND LicenseRef-Expat
python3-dbus,1.3.2-5build3,dpkg,AFL-2.1 AND LicenseRef-Expat AND GPL-2.0-only AND GPL-2.0-or-later
python3-distro,1.9.0-1,dpkg,Apache-2.0
python3-gdbm,3.12.3-0ubuntu1,dpkg,LicenseRef-183860dfd4168e0608fb99fe53cef26088ba7275ce38a41e3c737d4217c0ccc1
python3-gi,3.48.2-1,dpkg,LicenseRef-Expat AND LGPL-2.0-only AND LGPL-2.1-or-later
python3-httplib2,0.20.4-3,dpkg,LicenseRef-BSD-3 AND LicenseRef-Expat AND GPL-2.0-only AND GPL-2.0-or-later AND GPL-3.0-only AND GPL-3.0-or-later AND LGPL-2.1-only AND LGPL-2.1-or-later AND MPL-1.1
python3-jwt,2.7.0-1ubuntu0.1,dpkg,LicenseRef-Expat
python3-launchpadlib,1.11.0-6,dpkg,LGPL-3.0-only AND LGPL-3.0-only AND LGPL-3.0-or-later
python3-lazr.restfulclient,0.14.6-1,dpkg,LGPL-3.0-only AND LGPL-3.0-only AND LGPL-3.0-or-later
python3-lazr.uri,1.0.6-3,dpkg,LGPL-3.0-only AND LGPL-3.0-only
python3-lib2to3,3.12.3-0ubuntu1,dpkg,LicenseRef-183860dfd4168e0608fb99fe53cef26088ba7275ce38a41e3c737d4217c0ccc1
python3-minimal,3.12.3-0ubuntu2.1,dpkg,LicenseRef-5b274dbb44b28a54b795b9471c07ab045054d6b8a86273cb9feb632b6fd2760d
python3-oauthlib,3.2.2-1,dpkg,BSD-3-Clause
python3-pip-whl,24.0+dfsg-1ubuntu1.3,dpkg,Apache-2.0 AND LicenseRef-BSD-2 AND LicenseRef-BSD-3 AND LicenseRef-Expat AND ISC AND LGPL-2.1-only AND LGPL-2.1-or-later AND MPL-2.0 AND MPL-2.0 AND LicenseRef-Python
python3-pkg-resources,68.1.2-2ubuntu1.2,dpkg,Apache-2.0 AND BSD-3-Clause
python3-pyparsing,3.1.1-1,dpkg,BSD-2-Clause AND BSD-3-Clause AND LicenseRef-Expat AND LicenseRef-MIT-X11 AND LicenseRef-ellis-and-grant AND LicenseRef-salvolainen
python3-setuptools-whl,68.1.2-2ubuntu1.2,dpkg,Apache-2.0 AND BSD-3-Clause
python3-six,1.16.0-4,dpkg,LicenseRef-Expat
python3-software-properties,0.99.49.4,dpkg,GPL-2.0-only AND GPL-2.0-or-later AND GPL-3.0-only AND LGPL-3.0-only
python3-tk,3.12.3-0ubuntu1,dpkg,LicenseRef-183860dfd4168e0608fb99fe53cef26088ba7275ce38a41e3c737d4217c0ccc1
python3-wadllib,1.3.6-5,dpkg,LGPL-3.0-only AND LGPL-3.0-only
python3.12,3.12.3-1ubuntu0.12,dpkg,LicenseRef-By AND GPL-2.0-only AND LicenseRef-Permission AND LicenseRef-Redistribution AND LicenseRef-This
python3.12-dev,3.12.3-1ubuntu0.12,dpkg,LicenseRef-By AND GPL-2.0-only AND LicenseRef-Permission AND LicenseRef-Redistribution AND LicenseRef-This
python3.12-full,3.12.3-1ubuntu0.12,dpkg,LicenseRef-By AND GPL-2.0-only AND LicenseRef-Permission AND LicenseRef-Redistribution AND LicenseRef-This
python3.12-minimal,3.12.3-1ubuntu0.12,dpkg,LicenseRef-By AND GPL-2.0-only AND LicenseRef-Permission AND LicenseRef-Redistribution AND LicenseRef-This
python3.12-venv,3.12.3-1ubuntu0.12,dpkg,LicenseRef-By AND GPL-2.0-only AND LicenseRef-Permission AND LicenseRef-Redistribution AND LicenseRef-This
rdma-core,50.0-2ubuntu0.2,dpkg,BSD-2-Clause AND BSD-3-Clause AND LicenseRef-BSD-MIT AND LicenseRef-CC0 AND CPL-1.0 AND GPL-2.0-only AND GPL-2.0-or-later AND MIT
readline-common,8.2-4build1,dpkg,LicenseRef-GFDL AND LicenseRef-GFDL-NIV-1.3- AND GPL-2.0-only AND GPL-2.0-or-later AND GPL-3.0-only AND GPL-3.0-or-later AND LicenseRef-ISC-no-attribution
rpcsvc-proto,1.4.2-0ubuntu7,dpkg,BSD-3-Clause AND GPL-2.0-only AND LicenseRef-GPL-2--autoconf-exception AND GPL-3.0-only AND LicenseRef-GPL-3--autoconf-exception AND MIT AND LicenseRef-permissive-autoconf-m4 AND LicenseRef-permissive-autoconf-m4-no-warranty AND LicenseRef-permissive-configure AND LicenseRef-permissive-fsf AND LicenseRef-permissive-makefile-in
sed,4.9-2build1,dpkg,BSD-4-Clause-UC AND BSL-1.0 AND GFDL-1.3-only AND LicenseRef-GFDL-NIV-1.3- AND GPL-3.0-only AND GPL-3.0-or-later AND ISC AND X11 AND LicenseRef-pcre
sensible-utils,0.0.22,dpkg,LicenseRef-All-permissive AND BSD-2-Clause AND GPL-2.0-only AND GPL-2.0-or-later AND LicenseRef-configure AND LicenseRef-installsh
sgml-base,1.31,dpkg,GPL-2.0-only AND GPL-2.0-or-later
software-properties-common,0.99.49.4,dpkg,GPL-2.0-only AND GPL-2.0-or-later AND GPL-3.0-only AND LGPL-3.0-only
systemd,255.4-1ubuntu8.15,dpkg,CC0-1.0 AND LicenseRef-Expat AND GPL-2.0-only AND GPL-2.0-or-later AND LGPL-2.1-only AND LGPL-2.1-or-later AND LicenseRef-public-domain
systemd-dev,255.4-1ubuntu8.15,dpkg,CC0-1.0 AND LicenseRef-Expat AND GPL-2.0-only AND GPL-2.0-or-later AND LGPL-2.1-only AND LGPL-2.1-or-later AND LicenseRef-public-domain
systemd-sysv,255.4-1ubuntu8.15,dpkg,CC0-1.0 AND LicenseRef-Expat AND GPL-2.0-only AND GPL-2.0-or-later AND LGPL-2.1-only AND LGPL-2.1-or-later AND LicenseRef-public-domain
sysvinit-utils,3.08-6ubuntu3,dpkg,GPL-2.0-only AND GPL-2.0-only AND GPL-2.0-or-later AND GPL-3.0-only AND GPL-3.0-only AND LGPL-2.1-only AND LGPL-2.1-or-later
tar,1.35+dfsg-3build1,dpkg,GPL-2.0-only AND GPL-2.0-or-later AND GPL-3.0-only AND GPL-3.0-or-later AND LGPL-2.1-only AND LGPL-2.1-or-later AND LGPL-3.0-only AND LGPL-3.0-or-later
tk8.6-blt2.5,2.5.3+dfsg-7build1,dpkg,LicenseRef-MIT-1 AND LicenseRef-MIT-2 AND LicenseRef-MIT-3 AND LicenseRef-MIT-4 AND LicenseRef-MIT-5 AND LicenseRef-MIT-6 AND TCL
tzdata,2026a-0ubuntu0.24.04.1,dpkg,ICU AND LicenseRef-public-domain
ubuntu-keyring,2023.11.28.1,dpkg,LicenseRef-GPL
udev,255.4-1ubuntu8.15,dpkg,CC0-1.0 AND LicenseRef-Expat AND GPL-2.0-only AND GPL-2.0-or-later AND LGPL-2.1-only AND LGPL-2.1-or-later AND LicenseRef-public-domain
unminimize,0.2.1,dpkg,GPL-2.0-only AND GPL-2.0-or-later
util-linux,2.39.3-9ubuntu6.5,dpkg,BSD-3-Clause AND BSD-4-Clause AND LicenseRef-BSLA AND GPL-2.0-only AND GPL-2.0-or-later AND GPL-3.0-only AND GPL-3.0-or-later AND LicenseRef-LGPL AND LGPL-2.0-only AND LGPL-2.0-or-later AND LGPL-2.1-only AND LGPL-2.1-or-later AND LGPL-3.0-only AND LGPL-3.0-or-later AND MIT AND LicenseRef-public-domain
wget,1.21.4-1ubuntu4.1,dpkg,GFDL-1.2-only AND GPL-3.0-only
x11-common,1:7.7+23ubuntu3,dpkg,LicenseRef-GPL
xml-core,0.19,dpkg,GPL-2.0-only AND GPL-2.0-or-later
xz-utils,5.6.1+really5.4.5-1ubuntu0.2,dpkg,LicenseRef-Autoconf AND GPL-2.0-only AND GPL-2.0-or-later AND GPL-3.0-only AND LGPL-2.0-only AND LGPL-2.1-only AND LGPL-2.1-or-later AND LicenseRef-PD AND LicenseRef-PD-debian AND LicenseRef-config-h AND LicenseRef-noderivs AND LicenseRef-permissive-fsf AND LicenseRef-permissive-nowarranty AND LicenseRef-probably-PD
zlib1g,1:1.3.dfsg-3.1ubuntu2.1,dpkg,Zlib
zlib1g-dev,1:1.3.dfsg-3.1ubuntu2.1,dpkg,Zlib
cel.dev/expr,v0.24.0,go,UNKNOWN
emperror.dev/errors,v0.8.1,go,UNKNOWN
github.com/AdaLogics/go-fuzz-headers,v0.0.0-20230811130428-ced1acdcaa24,go,UNKNOWN
github.com/AdamKorcz/go-118-fuzz-build,v0.0.0-20230306123547-8075edf89bb0,go,UNKNOWN
github.com/ai-dynamo/grove/operator/api,v0.1.0-alpha.6,go,UNKNOWN
github.com/antlr4-go/antlr/v4,v4.13.0,go,UNKNOWN
github.com/beorn7/perks,v1.0.1,go,UNKNOWN
github.com/blang/semver/v4,v4.0.0,go,UNKNOWN
github.com/bsm/gomega,v1.27.10,go,UNKNOWN
github.com/cenkalti/backoff/v5,v5.0.3,go,UNKNOWN
github.com/cespare/xxhash/v2,v2.3.0,go,UNKNOWN
github.com/checkpoint-restore/go-criu/v8,v8.2.0,go,UNKNOWN
github.com/cncf/xds/go,v0.0.0-20251022180443-0feb69152e9f,go,UNKNOWN
github.com/containerd/cgroups,v1.1.0,go,UNKNOWN
github.com/containerd/containerd,v1.7.30,go,UNKNOWN
github.com/containerd/containerd/api,v1.8.0,go,UNKNOWN
github.com/containerd/continuity,v0.4.4,go,UNKNOWN
github.com/containerd/errdefs,v0.3.0,go,UNKNOWN
github.com/containerd/fifo,v1.1.0,go,UNKNOWN
github.com/containerd/log,v0.1.0,go,UNKNOWN
github.com/containerd/platforms,v0.2.1,go,UNKNOWN
github.com/containerd/ttrpc,v1.2.7,go,UNKNOWN
github.com/containerd/typeurl/v2,v2.1.1,go,UNKNOWN
github.com/cyphar/filepath-securejoin,v0.5.1,go,UNKNOWN
github.com/davecgh/go-spew,v1.1.1,go,UNKNOWN
github.com/davecgh/go-spew,v1.1.2-0.20180830191138-d8f796af33cc,go,UNKNOWN
github.com/dennwc/varint,v1.0.0,go,UNKNOWN
github.com/distribution/reference,v0.6.0,go,UNKNOWN
github.com/docker/go-events,v0.0.0-20190806004212-e31b211e4f1c,go,UNKNOWN
github.com/emicklei/go-restful/v3,v3.12.2,go,UNKNOWN
github.com/emicklei/go-restful/v3,v3.13.0,go,UNKNOWN
github.com/envoyproxy/go-control-plane/envoy,v1.36.0,go,UNKNOWN
github.com/envoyproxy/protoc-gen-validate,v1.2.1,go,UNKNOWN
github.com/evanphx/json-patch,v5.7.0+incompatible,go,UNKNOWN
github.com/evanphx/json-patch/v5,v5.9.11,go,UNKNOWN
github.com/felixge/httpsnoop,v1.0.4,go,UNKNOWN
github.com/fsnotify/fsnotify,v1.9.0,go,UNKNOWN
github.com/fxamacker/cbor/v2,v2.9.0,go,UNKNOWN
github.com/go-logr/logr,v1.4.3,go,UNKNOWN
github.com/go-logr/stdr,v1.2.2,go,UNKNOWN
github.com/go-logr/zapr,v1.3.0,go,UNKNOWN
github.com/go-openapi/jsonpointer,v0.21.0,go,UNKNOWN
github.com/go-openapi/jsonpointer,v0.21.2,go,UNKNOWN
github.com/go-openapi/jsonreference,v0.20.2,go,UNKNOWN
github.com/go-openapi/jsonreference,v0.21.0,go,UNKNOWN
github.com/go-openapi/swag,v0.23.0,go,UNKNOWN
github.com/go-openapi/swag,v0.23.1,go,UNKNOWN
github.com/go-task/slim-sprig/v3,v3.0.0,go,UNKNOWN
github.com/gogo/protobuf,v1.3.2,go,UNKNOWN
github.com/golang/groupcache,v0.0.0-20210331224755-41bb18bfe9da,go,UNKNOWN
github.com/golang/protobuf,v1.5.4,go,UNKNOWN
github.com/google/btree,v1.1.3,go,UNKNOWN
github.com/google/cel-go,v0.26.0,go,UNKNOWN
github.com/google/gnostic-models,v0.7.0,go,UNKNOWN
github.com/google/go-cmp,v0.7.0,go,UNKNOWN
github.com/google/pprof,v0.0.0-20250923004556-9e5a51aed1e8,go,UNKNOWN
github.com/google/uuid,v1.6.0,go,UNKNOWN
github.com/grafana/regexp,v0.0.0-20250905093917-f7b3be9d1853,go,UNKNOWN
github.com/grpc-ecosystem/grpc-gateway/v2,v2.27.2,go,UNKNOWN
github.com/grpc-ecosystem/grpc-gateway/v2,v2.27.3,go,UNKNOWN
github.com/hashicorp/golang-lru/v2,v2.0.7,go,UNKNOWN
github.com/imdario/mergo,v0.3.16,go,UNKNOWN
github.com/inconshreveable/mousetrap,v1.1.0,go,UNKNOWN
github.com/josharian/intern,v1.0.0,go,UNKNOWN
github.com/json-iterator/go,v1.1.12,go,UNKNOWN
github.com/klauspost/compress,v1.18.0,go,UNKNOWN
github.com/mailru/easyjson,v0.7.7,go,UNKNOWN
github.com/mailru/easyjson,v0.9.0,go,UNKNOWN
github.com/Masterminds/semver/v3,v3.4.0,go,UNKNOWN
github.com/Microsoft/go-winio,v0.6.2,go,UNKNOWN
github.com/Microsoft/hcsshim,v0.11.7,go,UNKNOWN
github.com/moby/locker,v1.0.1,go,UNKNOWN
github.com/moby/sys/mountinfo,v0.7.1,go,UNKNOWN
github.com/moby/sys/sequential,v0.5.0,go,UNKNOWN
github.com/moby/sys/signal,v0.7.0,go,UNKNOWN
github.com/moby/sys/user,v0.3.0,go,UNKNOWN
github.com/moby/sys/userns,v0.1.0,go,UNKNOWN
github.com/modern-go/concurrent,v0.0.0-20180306012644-bacd9c7ef1dd,go,UNKNOWN
github.com/modern-go/reflect2,v1.0.3-0.20250322232337-35a7c28c31ee,go,UNKNOWN
github.com/munnerz/goautoneg,v0.0.0-20191010083416-a7dc8b61c822,go,UNKNOWN
github.com/onsi/ginkgo/v2,v2.27.3,go,UNKNOWN
github.com/onsi/gomega,v1.38.3,go,UNKNOWN
github.com/open-policy-agent/cert-controller,v0.14.0,go,UNKNOWN
github.com/opencontainers/go-digest,v1.0.0,go,UNKNOWN
github.com/opencontainers/image-spec,v1.1.0,go,UNKNOWN
github.com/opencontainers/runtime-spec,v1.2.0,go,UNKNOWN
github.com/opencontainers/selinux,v1.13.1,go,UNKNOWN
github.com/pkg/errors,v0.9.1,go,UNKNOWN
github.com/planetscale/vtprotobuf,v0.6.1-0.20240319094008-0393e58bdf10,go,UNKNOWN
github.com/pmezard/go-difflib,v1.0.0,go,UNKNOWN
github.com/pmezard/go-difflib,v1.0.1-0.20181226105442-5d4384ee4fb2,go,UNKNOWN
github.com/prometheus-operator/prometheus-operator/pkg/apis/monitoring,v0.71.2,go,UNKNOWN
github.com/prometheus/client_golang,v1.23.2,go,UNKNOWN
github.com/prometheus/client_model,v0.6.2,go,UNKNOWN
github.com/prometheus/common,v0.67.4,go,UNKNOWN
github.com/prometheus/common,v0.67.5,go,UNKNOWN
github.com/prometheus/procfs,v0.16.1,go,UNKNOWN
github.com/prometheus/procfs,v0.17.0,go,UNKNOWN
github.com/prometheus/prometheus,v0.308.1,go,UNKNOWN
github.com/sirupsen/logrus,v1.9.3,go,UNKNOWN
github.com/spf13/cobra,v1.9.1,go,UNKNOWN
github.com/spf13/pflag,v1.0.10,go,UNKNOWN
github.com/stoewer/go-strcase,v1.3.0,go,UNKNOWN
github.com/stretchr/testify,v1.11.1,go,UNKNOWN
github.com/x448/float16,v0.8.4,go,UNKNOWN
go.opencensus.io,v0.24.0,go,UNKNOWN
go.opentelemetry.io/auto/sdk,v1.2.1,go,UNKNOWN
go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp,v0.61.0,go,UNKNOWN
go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp,v0.63.0,go,UNKNOWN
go.opentelemetry.io/otel,v1.40.0,go,UNKNOWN
go.opentelemetry.io/otel/exporters/otlp/otlptrace,v1.38.0,go,UNKNOWN
go.opentelemetry.io/otel/exporters/otlp/otlptrace,v1.39.0,go,UNKNOWN
go.opentelemetry.io/otel/exporters/otlp/otlptrace/otlptracegrpc,v1.38.0,go,UNKNOWN
go.opentelemetry.io/otel/exporters/otlp/otlptrace/otlptracegrpc,v1.39.0,go,UNKNOWN
go.opentelemetry.io/otel/exporters/stdout/stdouttrace,v1.39.0,go,UNKNOWN
go.opentelemetry.io/otel/metric,v1.40.0,go,UNKNOWN
go.opentelemetry.io/otel/sdk,v1.40.0,go,UNKNOWN
go.opentelemetry.io/otel/sdk/metric,v1.40.0,go,UNKNOWN
go.opentelemetry.io/otel/trace,v1.40.0,go,UNKNOWN
go.opentelemetry.io/proto/otlp,v1.7.1,go,UNKNOWN
go.opentelemetry.io/proto/otlp,v1.9.0,go,UNKNOWN
go.uber.org/atomic,v1.11.0,go,UNKNOWN
go.uber.org/multierr,v1.11.0,go,UNKNOWN
go.uber.org/zap,v1.27.1,go,UNKNOWN
go.yaml.in/yaml/v2,v2.4.3,go,UNKNOWN
go.yaml.in/yaml/v3,v3.0.4,go,UNKNOWN
golang.org/x/crypto,v0.48.0,go,UNKNOWN
golang.org/x/exp,v0.0.0-20250808145144-a408d31f581a,go,UNKNOWN
golang.org/x/mod,v0.32.0,go,UNKNOWN
golang.org/x/net,v0.47.0,go,UNKNOWN
golang.org/x/net,v0.49.0,go,UNKNOWN
golang.org/x/oauth2,v0.30.0,go,UNKNOWN
golang.org/x/oauth2,v0.32.0,go,UNKNOWN
golang.org/x/oauth2,v0.34.0,go,UNKNOWN
golang.org/x/sync,v0.18.0,go,UNKNOWN
golang.org/x/sync,v0.19.0,go,UNKNOWN
golang.org/x/sys,v0.40.0,go,UNKNOWN
golang.org/x/sys,v0.41.0,go,UNKNOWN
golang.org/x/term,v0.37.0,go,UNKNOWN
golang.org/x/term,v0.40.0,go,UNKNOWN
golang.org/x/text,v0.31.0,go,UNKNOWN
golang.org/x/text,v0.34.0,go,UNKNOWN
golang.org/x/time,v0.12.0,go,UNKNOWN
golang.org/x/time,v0.13.0,go,UNKNOWN
golang.org/x/tools,v0.41.0,go,UNKNOWN
gomodules.xyz/jsonpatch/v2,v2.4.0,go,UNKNOWN
google.golang.org/genproto,v0.0.0-20231211222908-989df2bf70f3,go,UNKNOWN
google.golang.org/genproto/googleapis/api,v0.0.0-20251202230838-ff82c1b0f217,go,UNKNOWN
google.golang.org/genproto/googleapis/rpc,v0.0.0-20250528174236-200df99c418a,go,UNKNOWN
google.golang.org/genproto/googleapis/rpc,v0.0.0-20251124214823-79d6a2a48846,go,UNKNOWN
google.golang.org/genproto/googleapis/rpc,v0.0.0-20251202230838-ff82c1b0f217,go,UNKNOWN
google.golang.org/grpc,v1.72.2,go,UNKNOWN
google.golang.org/grpc,v1.76.0,go,UNKNOWN
google.golang.org/grpc,v1.78.0,go,UNKNOWN
google.golang.org/protobuf,v1.36.11,go,UNKNOWN
gopkg.in/evanphx/json-patch.v4,v4.13.0,go,UNKNOWN
gopkg.in/inf.v0,v0.9.1,go,UNKNOWN
gopkg.in/yaml.v3,v3.0.1,go,UNKNOWN
istio.io/api,v1.23.1,go,UNKNOWN
istio.io/client-go,v1.23.1,go,UNKNOWN
k8s.io/api,v0.34.3,go,UNKNOWN
k8s.io/api,v0.35.0,go,UNKNOWN
k8s.io/apiextensions-apiserver,v0.34.3,go,UNKNOWN
k8s.io/apimachinery,v0.34.3,go,UNKNOWN
k8s.io/apimachinery,v0.35.0,go,UNKNOWN
k8s.io/apiserver,v0.34.3,go,UNKNOWN
k8s.io/client-go,v0.34.3,go,UNKNOWN
k8s.io/client-go,v0.35.0,go,UNKNOWN
k8s.io/component-base,v0.34.3,go,UNKNOWN
k8s.io/klog/v2,v2.130.1,go,UNKNOWN
k8s.io/kube-openapi,v0.0.0-20250814151709-d7b6acb124c3,go,UNKNOWN
k8s.io/kube-openapi,v0.0.0-20250910181357-589584f1c912,go,UNKNOWN
k8s.io/kubelet,v0.35.0,go,UNKNOWN
k8s.io/utils,v0.0.0-20250820121507-0af2bda4dd1d,go,UNKNOWN
k8s.io/utils,v0.0.0-20251002143259-bc988d571ff4,go,UNKNOWN
sigs.k8s.io/apiserver-network-proxy/konnectivity-client,v0.31.2,go,UNKNOWN
sigs.k8s.io/controller-runtime,v0.22.4,go,UNKNOWN
sigs.k8s.io/gateway-api-inference-extension,v1.2.0,go,UNKNOWN
sigs.k8s.io/gateway-api-inference-extension,v1.2.1,go,UNKNOWN
sigs.k8s.io/json,v0.0.0-20250730193827-2d320260d730,go,UNKNOWN
sigs.k8s.io/lws,v0.6.1,go,UNKNOWN
sigs.k8s.io/randfill,v1.0.0,go,UNKNOWN
sigs.k8s.io/structured-merge-diff/v6,v6.3.1,go,UNKNOWN
sigs.k8s.io/structured-merge-diff/v6,v6.3.2-0.20260122202528-d9cc6641c482,go,UNKNOWN
sigs.k8s.io/yaml,v1.6.0,go,UNKNOWN
volcano.sh/apis,v1.12.2,go,UNKNOWN
aws-sdk-cpp,,native,Apache-2.0
criu,,native,GPL-2.0-only
cuda-checkpoint,,native,NVIDIA-Software-License
cuda_plugin.so,,native,GPL-2.0-only
ffmpeg,,native,LGPL-2.1-or-later
gdrcopy,,native,MIT
intel-oneCCL,,native,Apache-2.0
libcriu,,native,LGPL-2.1-only
libfabric,,native,BSD-2-Clause OR GPL-2.0-only
LMCache,,native,Apache-2.0
nixl,,native,Apache-2.0
ucx,,native,BSD-3-Clause
vllm,,native,Apache-2.0
vllm-omni,,native,Apache-2.0
accelerate,1.13.0,python,LicenseRef-Apache
addict,2.4.0,python,LicenseRef-UNKNOWN
ai-dynamo,1.1.0,python,Apache-2.0
ai-dynamo-runtime,1.1.0,python,Apache-2.0
aiohappyeyeballs,2.6.1,python,PSF-2.0
aiohttp,3.13.5,python,(Apache-2.0 AND MIT)
aiosignal,1.4.0,python,LicenseRef-Apache-2.0
airportsdata,20260315,python,MIT
annotated-doc,0.0.4,python,MIT
annotated-types,0.7.0,python,UNKNOWN
anthropic,0.92.0,python,MIT
anyio,4.13.0,python,MIT
apache-tvm-ffi,0.1.10,python,LicenseRef-Apache-2.0
argcomplete,3.6.3,python,LicenseRef-Apache-Software-License
asttokens,3.0.1,python,LicenseRef-Apache-2.0
attrs,26.1.0,python,MIT
autocommand,2.2.2,python,LicenseRef-LGPLv3
av,16.1.0,python,BSD-3-Clause
backports-tarfile,1.2.0,python,MIT
black,26.3.1,python,MIT
blinker,1.7.0,python,UNKNOWN
blobfile,3.0.0,python,LicenseRef-Public-Domain
build,1.4.2,python,MIT
cache-dit,1.3.0,python,UNKNOWN
certifi,2026.2.25,python,MPL-2.0
cffi,2.0.0,python,MIT
cfgv,3.5.0,python,MIT
charset-normalizer,3.4.7,python,MIT
click,8.3.2,python,BSD-3-Clause
cloudpickle,3.1.2,python,BSD-3-Clause
compressed-tensors,0.15.0,python,LicenseRef-Apache-2.0
contourpy,1.3.3,python,BSD-3-Clause
cryptography,41.0.7,python,(Apache-2.0 OR BSD-3-Clause)
cryptography,41.0.7,python,(Apache-2.0 OR BSD-3-Clause)
cubloaty,0.1.0b3,python,Apache-2.0
cuda-bindings,12.9.6,python,LicenseRef-NVIDIA-SOFTWARE-LICENSE
cuda-pathfinder,1.5.2,python,Apache-2.0
cuda-python,12.9.0,python,LicenseRef-NVIDIA-SOFTWARE-LICENSE
cuda-tile,1.2.0,python,Apache-2.0
cycler,0.12.1,python,BSD-3-Clause
datamodel-code-generator,0.56.0,python,MIT
datasets,4.8.4,python,LicenseRef-Apache-2.0
dbus-python,1.3.2,python,LicenseRef-Expat--MIT-X11-
decorator,5.2.1,python,BSD-2-Clause
deep-ep,1.2.1,python,UNKNOWN
deep-ep,1.2.1,python,UNKNOWN
diffusers,0.37.0,python,LicenseRef-Apache-2.0-License
dill,0.4.1,python,BSD-3-Clause
diskcache,5.6.3,python,LicenseRef-Apache-2.0
distlib,0.4.0,python,PSF-2.0
distro,1.9.0,python,LicenseRef-Apache-License--Version-2.0
docstring-parser,0.17.0,python,MIT
einops,0.8.2,python,MIT
executing,2.2.1,python,MIT
fastapi,0.111.0,python,UNKNOWN
fastapi,0.135.3,python,MIT
filelock,3.25.2,python,MIT
flash-attn-4,4.0.0b8,python,LicenseRef-BSD-3-Clause-License
flashinfer-cubin,0.6.7.post3,python,Apache-2.0
flashinfer-jit-cache,0.6.7.post3+cu129,python,Apache-2.0
flashinfer-python,0.6.7.post3,python,Apache-2.0
fonttools,4.62.1,python,MIT
frozenlist,1.8.0,python,Apache-2.0
fsspec,2026.2.0,python,BSD-3-Clause
genson,1.3.0,python,MIT
gguf,0.18.0,python,UNKNOWN
google-api-core,2.30.2,python,LicenseRef-Apache-2.0
google-auth,2.49.1,python,LicenseRef-Apache-2.0
google-cloud-core,2.5.1,python,LicenseRef-Apache-2.0
google-cloud-storage,3.10.1,python,LicenseRef-Apache-2.0
google-crc32c,1.8.0,python,UNKNOWN
google-resumable-media,2.8.2,python,LicenseRef-Apache-2.0
googleapis-common-protos,1.74.0,python,LicenseRef-Apache-2.0
gpu-memory-service,0.9.0,python,Apache-2.0
grpcio,1.80.0,python,Apache-2.0
grpcio-health-checking,1.80.0,python,Apache-2.0
grpcio-reflection,1.80.0,python,Apache-2.0
h11,0.16.0,python,MIT
hf-xet,1.4.3,python,Apache-2.0
html5lib,1.1,python,LicenseRef-MIT-License
httpcore,1.0.9,python,BSD-3-Clause
httplib2,0.20.4,python,MIT
httpx,0.26.0,python,UNKNOWN
httpx,0.28.1,python,BSD-3-Clause
huggingface-hub,1.9.2,python,Apache-2.0
humanize,4.15.0,python,MIT
icdiff,2.0.10,python,UNKNOWN
identify,2.6.18,python,MIT
idna,3.11,python,BSD-3-Clause
imageio,2.36.0,python,BSD-2-Clause
imageio-ffmpeg,0.5.1,python,BSD-2-Clause
importlib-metadata,8.7.1,python,Apache-2.0
importlib-metadata,8.7.1,python,Apache-2.0
inflect,7.5.0,python,MIT
iniconfig,2.3.0,python,MIT
interegular,0.3.3,python,MIT
ipython,9.12.0,python,BSD-3-Clause
ipython-pygments-lexers,1.1.1,python,BSD-3-Clause
isort,8.0.1,python,MIT
jaraco-context,6.1.0,python,MIT
jaraco-functools,4.4.0,python,MIT
jaraco-text,4.0.0,python,MIT
