model_key	model_id	run_dir	lane	phase	start_ts	end_ts	start_s	duration_s	source	detail
llama33-70b-fp8	RedHatAI/Llama-3.3-70B-Instruct-FP8-dynamic	gms-defapi-preload2-llama-0506180639	worker/gms-loader	gms_load_phase_a_allocate_va	2026-05-06T18:09:12.340Z	2026-05-06T18:09:13.236Z	0.023	0.896	gms-loader log	
llama33-70b-fp8	RedHatAI/Llama-3.3-70B-Instruct-FP8-dynamic	gms-defapi-preload2-llama-0506180639	worker/gms-loader	gms_load_phase_b_stream_to_gpu	2026-05-06T18:09:13.236Z	2026-05-06T18:09:21.657Z	0.919	8.421	gms-loader log	340 allocations
llama33-70b-fp8	RedHatAI/Llama-3.3-70B-Instruct-FP8-dynamic	gms-defapi-preload2-llama-0506180639	worker/gms-loader	gms_load_metadata_commit	2026-05-06T18:09:21.657Z	2026-05-06T18:09:21.714Z	9.340	0.057	gms-loader log	
llama33-70b-fp8	RedHatAI/Llama-3.3-70B-Instruct-FP8-dynamic	gms-defapi-preload2-llama-0506180639	worker/gms-loader	gms_load_sentinel	2026-05-06T18:09:21.718Z	2026-05-06T18:09:21.725Z	9.401	0.007	gms-loader log	
llama33-70b-fp8	RedHatAI/Llama-3.3-70B-Instruct-FP8-dynamic	gms-defapi-preload2-llama-0506180639	worker/main	main_pod_to_container	2026-05-06T18:09:05.000Z	2026-05-06T18:09:09.000Z	-7.317	4.000	restore pod yaml	
llama33-70b-fp8	RedHatAI/Llama-3.3-70B-Instruct-FP8-dynamic	gms-defapi-preload2-llama-0506180639	snapshot-agent	restore_agent_to_nsrestore	2026-05-06T18:09:12.317Z	2026-05-06T18:09:12.371Z	0.000	0.054	snapshot-agent	
llama33-70b-fp8	RedHatAI/Llama-3.3-70B-Instruct-FP8-dynamic	gms-defapi-preload2-llama-0506180639	snapshot-agent	agent_wait_after_nsrestore_for_gms	2026-05-06T18:09:16.719Z	2026-05-06T18:09:21.725Z	4.402	5.006	snapshot-agent + gms-loader	
llama33-70b-fp8	RedHatAI/Llama-3.3-70B-Instruct-FP8-dynamic	gms-defapi-preload2-llama-0506180639	worker/main	main_gms_remap	2026-05-06T18:09:21.923Z	2026-05-06T18:09:21.995Z	9.606	0.072	worker main log	
llama33-70b-fp8	RedHatAI/Llama-3.3-70B-Instruct-FP8-dynamic	gms-defapi-preload2-llama-0506180639	worker/main	registration_to_generate_endpoint	2026-05-06T18:09:22.017Z	2026-05-06T18:09:22.340Z	9.700	0.323	worker main log	
llama33-70b-fp8	RedHatAI/Llama-3.3-70B-Instruct-FP8-dynamic	gms-defapi-preload2-llama-0506180639	worker/main	generate_endpoint_to_metadata_snapshot	2026-05-06T18:09:22.340Z	2026-05-06T18:09:23.688Z	10.023	1.348	worker main log	
llama33-70b-fp8	RedHatAI/Llama-3.3-70B-Instruct-FP8-dynamic	gms-defapi-preload2-llama-0506180639	kube/discovery	pod_ready_to_metadata_snapshot	2026-05-06T18:09:23.000Z	2026-05-06T18:09:23.688Z	10.683	0.688	pod yaml + worker main log	
llama33-70b-fp8	RedHatAI/Llama-3.3-70B-Instruct-FP8-dynamic	gms-defapi-preload2-llama-0506180639	frontend/main	frontend_discovers_worker	2026-05-06T18:09:23.688Z	2026-05-06T18:09:23.689Z	11.371	0.001	worker/frontend logs	
llama33-70b-fp8	RedHatAI/Llama-3.3-70B-Instruct-FP8-dynamic	gms-defapi-preload2-llama-0506180639	frontend/main	first_inference	2026-05-06T18:09:29.805Z	2026-05-06T18:09:30.812Z	17.488	1.007	frontend log	
