repetition,request_id,ttft_ms,request_latency_ms,itl_ms,server_input_tokens,server_output_tokens
3,afec8eb6-7f25-4af9-bc33-c337e59bbd15,13350.915144999999,20716.320433999997,28.88394230980392,4108,256
3,ffe9c37a-1777-4cf2-a7e0-1f50e6ab0189,13350.902165,20716.623943,28.885183443137254,4108,256
3,d81ae0a6-dbb1-4888-bfe1-7021eba9956f,13355.424544,20719.433996,28.878468439215684,4108,256
3,ffcf21b9-469a-4cd7-ab51-5ce2425eb389,13355.330613999999,20719.190897,28.877883462745096,4108,256
3,8ed15750-a08e-41d7-80a0-efd26747b01e,13332.339522999999,20697.924708,28.884647784313724,4108,256
3,b4039126-48f5-48b4-b7ea-450560a0f447,13332.737082,20698.415526999997,28.88501350980392,4108,256
3,a56a81a9-8179-40ff-b115-a7dfed0e770b,13332.924582,20700.259133,28.891508043137254,4108,256
3,f77920c1-c4e4-470d-a91c-455487bb2acb,13332.934600999999,20698.706866,28.885381431372547,4108,256
3,4c83b74b-75f4-4747-ad19-ca1981d3f09d,15018.947988,22377.016837,28.855171956862744,4108,256
3,0ad650ae-a819-41f1-a6fe-052f4c783fae,15020.817911999999,22377.277804999998,28.848862325490195,4108,256
3,6371845f-3ccc-475f-9ac2-424f1ff20fd7,15019.039676999999,22375.338491,28.848230643137253,4108,256
3,26b78533-7a9b-461c-87c4-f91457de5e5f,15019.675865,22376.527517,28.850398635294116,4108,256
3,1610526d-120d-4980-afa3-97ec5a310f4e,13584.527457999999,20950.716822,28.887017113725488,4108,256
3,53eb1cae-6854-4cf3-a903-6df5c4768a37,13584.302228999999,20950.229594,28.885989666666667,4108,256
3,7d3b6230-fe41-41b6-9ba2-87dee5b31fc5,13581.758163999999,20948.452058,28.8889956627451,4108,256
3,07e83f01-622c-464c-a0f9-17639c879775,13581.633034999999,20948.491198,28.88963985490196,4108,256
3,c3fff337-68e9-4b9b-913f-83ae5b6e9b61,12857.003721,20222.826203,28.88557836078431,4108,256
3,a9e542b3-acf0-4066-9d1b-0fa6f1bcaa56,12856.660131999999,20222.524954,28.885744399999997,4108,256
3,d6ce40df-5677-48e6-af23-76e98d22b796,12854.194948,20220.581028,28.887788549019607,4108,256
3,542b0e21-f239-4e98-bcf1-6a12dd40be44,12856.930241,20224.071739,28.89075097254902,4108,256
