source,concurrency,tps_gpu,tps_user,tpot_ms,ttft_ms
baseline,8,80.67587451232188,25.736789463511204,77.55412309105233,1949.3938649734182
baseline,16,87.6001167011831,14.32782037898554,145.5752028570375,2608.5344802805657
baseline,32,95.26053924368381,7.096287932325053,276.4290317395635,4499.216423275165
baseline,64,101.91655246884004,2.4177870980696987,519.5384570735156,15013.193816129311
g2,8,88.08968311254776,27.003149248497014,78.73413196321663,1540.194398936893
g2,16,95.53483090887383,16.005148661499145,152.51836522655708,1856.3106274344614
g2,32,102.54597177439769,9.102075953181773,314.7963522473646,3039.5814916697973
g2,64,108.59505485256811,4.58854018174731,716.883297896063,14790.01467200703
