model_key	model_id	run_dir	lane	phase	start_ts	end_ts	start_s	duration_s	source	detail
qwen25-72b	Qwen/Qwen2.5-72B-Instruct	gms-local-ssd-pinned-manu-0503175308	worker/gms-loader	gms_load_phase_a_allocate_va	2026-05-03T17:56:13.284Z	2026-05-03T17:56:13.473Z	0.320	0.189	gms-loader log	
qwen25-72b	Qwen/Qwen2.5-72B-Instruct	gms-local-ssd-pinned-manu-0503175308	worker/gms-loader	gms_load_phase_b_stream_to_gpu	2026-05-03T17:56:13.473Z	2026-05-03T17:56:18.287Z	0.509	4.814	gms-loader log	328 allocations
qwen25-72b	Qwen/Qwen2.5-72B-Instruct	gms-local-ssd-pinned-manu-0503175308	worker/gms-loader	gms_load_metadata_commit	2026-05-03T17:56:18.287Z	2026-05-03T17:56:18.338Z	5.323	0.051	gms-loader log	
qwen25-72b	Qwen/Qwen2.5-72B-Instruct	gms-local-ssd-pinned-manu-0503175308	worker/gms-loader	gms_load_sentinel	2026-05-03T17:56:18.344Z	2026-05-03T17:56:18.349Z	5.380	0.005	gms-loader log	
qwen25-72b	Qwen/Qwen2.5-72B-Instruct	gms-local-ssd-pinned-manu-0503175308	worker/main	main_pod_to_container	2026-05-03T17:56:08.000Z	2026-05-03T17:56:11.000Z	-4.964	3.000	restore pod yaml	
qwen25-72b	Qwen/Qwen2.5-72B-Instruct	gms-local-ssd-pinned-manu-0503175308	snapshot-agent	restore_agent_to_nsrestore	2026-05-03T17:56:12.964Z	2026-05-03T17:56:13.099Z	0.000	0.136	snapshot-agent	
qwen25-72b	Qwen/Qwen2.5-72B-Instruct	gms-local-ssd-pinned-manu-0503175308	snapshot-agent	agent_wait_after_nsrestore_for_gms	2026-05-03T17:56:16.719Z	2026-05-03T17:56:18.349Z	3.755	1.630	snapshot-agent + gms-loader	
qwen25-72b	Qwen/Qwen2.5-72B-Instruct	gms-local-ssd-pinned-manu-0503175308	worker/main	main_gms_remap	2026-05-03T17:56:18.520Z	2026-05-03T17:56:18.574Z	5.556	0.054	worker main log	
qwen25-72b	Qwen/Qwen2.5-72B-Instruct	gms-local-ssd-pinned-manu-0503175308	worker/main	registration_to_generate_endpoint	2026-05-03T17:56:18.589Z	2026-05-03T17:56:19.096Z	5.625	0.507	worker main log	
qwen25-72b	Qwen/Qwen2.5-72B-Instruct	gms-local-ssd-pinned-manu-0503175308	worker/main	generate_endpoint_to_metadata_snapshot	2026-05-03T17:56:19.096Z	2026-05-03T17:56:20.045Z	6.132	0.949	worker main log	
qwen25-72b	Qwen/Qwen2.5-72B-Instruct	gms-local-ssd-pinned-manu-0503175308	kube/discovery	pod_ready_to_metadata_snapshot	2026-05-03T17:56:19.000Z	2026-05-03T17:56:20.045Z	6.036	1.045	pod yaml + worker main log	
qwen25-72b	Qwen/Qwen2.5-72B-Instruct	gms-local-ssd-pinned-manu-0503175308	frontend/main	frontend_discovers_worker	2026-05-03T17:56:20.045Z	2026-05-03T17:56:20.045Z	7.081	0.000	worker/frontend logs	
qwen25-72b	Qwen/Qwen2.5-72B-Instruct	gms-local-ssd-pinned-manu-0503175308	frontend/main	first_inference	2026-05-03T17:56:27.263Z	2026-05-03T17:56:28.644Z	14.299	1.381	frontend log	
gpt-oss-120b	openai/gpt-oss-120b	gms-local-ssd-pinned-manu-0503174453	snapshot-agent	criu_restore	2026-05-03T17:47:24.933Z	2026-05-03T17:47:27.986Z	0.150	3.052	snapshot-agent nsrestore timing summary	
gpt-oss-120b	openai/gpt-oss-120b	gms-local-ssd-pinned-manu-0503174453	snapshot-agent	cuda_restore	2026-05-03T17:47:27.986Z	2026-05-03T17:47:28.695Z	3.202	0.709	snapshot-agent nsrestore timing summary	
gpt-oss-120b	openai/gpt-oss-120b	gms-local-ssd-pinned-manu-0503174453	worker/gms-server	k8s_pod_to_gms_server	2026-05-03T17:47:21.000Z	2026-05-03T17:47:22.000Z	-3.784	1.000	restore pod yaml	
gpt-oss-120b	openai/gpt-oss-120b	gms-local-ssd-pinned-manu-0503174453	worker/gms-loader	gms_loader_pod_to_container	2026-05-03T17:47:21.000Z	2026-05-03T17:47:22.000Z	-3.784	1.000	restore pod yaml	
gpt-oss-120b	openai/gpt-oss-120b	gms-local-ssd-pinned-manu-0503174453	orchestration/manual-trigger	manual_restore_trigger_patch	2026-05-03T17:47:24.127Z	2026-05-03T17:47:24.889Z	-0.657	0.762	benchmark harness	
gpt-oss-120b	openai/gpt-oss-120b	gms-local-ssd-pinned-manu-0503174453	worker/gms-loader	gms_load_wait_for_rw	2026-05-03T17:47:24.795Z	2026-05-03T17:47:25.103Z	0.011	0.308	gms-loader log	
gpt-oss-120b	openai/gpt-oss-120b	gms-local-ssd-pinned-manu-0503174453	worker/gms-loader	gms_load_phase_a_allocate_va	2026-05-03T17:47:25.103Z	2026-05-03T17:47:25.281Z	0.319	0.178	gms-loader log	
gpt-oss-120b	openai/gpt-oss-120b	gms-local-ssd-pinned-manu-0503174453	worker/gms-loader	gms_load_phase_b_stream_to_gpu	2026-05-03T17:47:25.281Z	2026-05-03T17:47:27.509Z	0.497	2.228	gms-loader log	328 allocations
gpt-oss-120b	openai/gpt-oss-120b	gms-local-ssd-pinned-manu-0503174453	worker/gms-loader	gms_load_metadata_commit	2026-05-03T17:47:27.509Z	2026-05-03T17:47:27.551Z	2.725	0.042	gms-loader log	
gpt-oss-120b	openai/gpt-oss-120b	gms-local-ssd-pinned-manu-0503174453	worker/gms-loader	gms_load_sentinel	2026-05-03T17:47:27.555Z	2026-05-03T17:47:27.560Z	2.771	0.005	gms-loader log	
gpt-oss-120b	openai/gpt-oss-120b	gms-local-ssd-pinned-manu-0503174453	worker/main	main_pod_to_container	2026-05-03T17:47:21.000Z	2026-05-03T17:47:22.000Z	-3.784	1.000	restore pod yaml	
gpt-oss-120b	openai/gpt-oss-120b	gms-local-ssd-pinned-manu-0503174453	snapshot-agent	restore_agent_to_nsrestore	2026-05-03T17:47:24.784Z	2026-05-03T17:47:24.920Z	0.000	0.137	snapshot-agent	
gpt-oss-120b	openai/gpt-oss-120b	gms-local-ssd-pinned-manu-0503174453	worker/main	main_gms_remap	2026-05-03T17:47:28.825Z	2026-05-03T17:47:28.851Z	4.041	0.026	worker main log	
gpt-oss-120b	openai/gpt-oss-120b	gms-local-ssd-pinned-manu-0503174453	worker/main	registration_to_generate_endpoint	2026-05-03T17:47:28.867Z	2026-05-03T17:47:29.353Z	4.083	0.486	worker main log	
gpt-oss-120b	openai/gpt-oss-120b	gms-local-ssd-pinned-manu-0503174453	worker/main	generate_endpoint_to_metadata_snapshot	2026-05-03T17:47:29.353Z	2026-05-03T17:47:30.436Z	4.569	1.083	worker main log	
gpt-oss-120b	openai/gpt-oss-120b	gms-local-ssd-pinned-manu-0503174453	kube/discovery	pod_ready_to_metadata_snapshot	2026-05-03T17:47:29.000Z	2026-05-03T17:47:30.436Z	4.216	1.436	pod yaml + worker main log	
gpt-oss-120b	openai/gpt-oss-120b	gms-local-ssd-pinned-manu-0503174453	frontend/main	frontend_discovers_worker	2026-05-03T17:47:30.436Z	2026-05-03T17:47:30.451Z	5.652	0.015	worker/frontend logs	
gpt-oss-120b	openai/gpt-oss-120b	gms-local-ssd-pinned-manu-0503174453	frontend/main	first_inference	2026-05-03T17:47:39.235Z	2026-05-03T17:47:40.459Z	14.451	1.224	frontend log	
llama33-70b-fp8	RedHatAI/Llama-3.3-70B-Instruct-FP8-dynamic	gms-local-ssd-pinned-manu-0503174851	snapshot-agent	criu_restore	2026-05-03T17:51:33.654Z	2026-05-03T17:51:36.390Z	0.151	2.736	snapshot-agent nsrestore timing summary	
llama33-70b-fp8	RedHatAI/Llama-3.3-70B-Instruct-FP8-dynamic	gms-local-ssd-pinned-manu-0503174851	snapshot-agent	cuda_restore	2026-05-03T17:51:36.390Z	2026-05-03T17:51:37.117Z	2.886	0.727	snapshot-agent nsrestore timing summary	
llama33-70b-fp8	RedHatAI/Llama-3.3-70B-Instruct-FP8-dynamic	gms-local-ssd-pinned-manu-0503174851	worker/gms-server	k8s_pod_to_gms_server	2026-05-03T17:51:30.000Z	2026-05-03T17:51:31.000Z	-3.504	1.000	restore pod yaml	
llama33-70b-fp8	RedHatAI/Llama-3.3-70B-Instruct-FP8-dynamic	gms-local-ssd-pinned-manu-0503174851	worker/gms-loader	gms_loader_pod_to_container	2026-05-03T17:51:30.000Z	2026-05-03T17:51:31.000Z	-3.504	1.000	restore pod yaml	
llama33-70b-fp8	RedHatAI/Llama-3.3-70B-Instruct-FP8-dynamic	gms-local-ssd-pinned-manu-0503174851	orchestration/manual-trigger	manual_restore_trigger_patch	2026-05-03T17:51:32.836Z	2026-05-03T17:51:33.610Z	-0.668	0.774	benchmark harness	
llama33-70b-fp8	RedHatAI/Llama-3.3-70B-Instruct-FP8-dynamic	gms-local-ssd-pinned-manu-0503174851	worker/gms-loader	gms_load_wait_for_rw	2026-05-03T17:51:33.511Z	2026-05-03T17:51:33.816Z	0.007	0.305	gms-loader log	
llama33-70b-fp8	RedHatAI/Llama-3.3-70B-Instruct-FP8-dynamic	gms-local-ssd-pinned-manu-0503174851	worker/gms-loader	gms_load_phase_a_allocate_va	2026-05-03T17:51:33.816Z	2026-05-03T17:51:33.990Z	0.312	0.174	gms-loader log	
llama33-70b-fp8	RedHatAI/Llama-3.3-70B-Instruct-FP8-dynamic	gms-local-ssd-pinned-manu-0503174851	worker/gms-loader	gms_load_phase_b_stream_to_gpu	2026-05-03T17:51:33.990Z	2026-05-03T17:51:35.929Z	0.486	1.939	gms-loader log	340 allocations
